,id,class,text,kazakh
745,745,46,Is the cash withdrawal going to show?,Ақшаның шығарылуы көріне ме? 
746,746,46,"Cash withdrawal has been pending, why is it so?","Ақшаны алу күтілуде, неге? "
747,747,46,My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,"Менің шотым мен бұрын банкоматтан ақша алғаннан кейін, күтіп тұрғандай көрінді. Бұл қалай әлі де күтіп тұр? Ақшасы бар ғой. "
748,748,46,How long does it take to verify a cash withdraw?,Ақшаның қайтарылуын тексеруге қанша уақыт кетеді? 
749,749,46,"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?","Мен бұрын банкоматтан алған ақшаның транзакциясы қосымшада күтілуде, бірақ егер менің ақшам бар болса ше? "
750,750,46,Why has my withdrawal not posted?,Неге менің аттануым жарияланбады? 
751,751,46,"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM","Бүгін қала орталығында банкоматтар бар еді, мен ақша алып тастауға тырыстым, бірақ қандай да бір себеппен, машина менің картамды бас тартты. Мен тек қана менің шотымнан тексердім және бұл сома әлі де күтуде! Сіз бұл транзакцияны тоқтата аласыз ба, өйткені мен банкоматтан ақша алмадым "
752,752,46,Why is the cash withdraw I made shown as pending?,Неге менің алған ақшам күтіп тұр? 
753,753,46,"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.","Сәлем. Мен шотымнан қарап, жасағым келген бір транзакцияның әлі орындалмай жатқанын көрдім, бірақ оны аяқтамадым. Банкоматта болғанда, картама қарсы шықты. Сіз бұл операцияны жүзеге асырмауына көз жеткізіңіз, өйткені мен ақшаны таппадым. "
754,754,46,Should my cash withdrawal still be pending?,Менің ақшаны алуым әлі де күтілуде ме? 
755,755,46,"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?","Мен бұрын ақшаны алуға тырыстым, бірақ ол күтуде дейді? Бұл үшін айыппұл салына ма? "
756,756,46,There should be a cash withdrawal that I haven't seen yet.,Мен әлі көрмеген ақшаны алу керек. 
757,757,46,Why is the app showing a still pending message on a withdraw that has already been done?,Неге қосымшада қазірдің өзінде жасалып жатқан ақшаны алу туралы хабар әлі де күтілуде? 
758,758,46,Why is my cash withdrawal still pending?,Неге менің ақшаны қайтаруым әлі де күттірмейтін? 
759,759,46,"If my cash withdrawal is still not showing, is something wrong?","Егер менің ақшаны алуым әлі көрсетілмесе, онда не болмасын? "
760,760,46,I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,"Мен онлайн-хабарламама қарағанда, ертеден банкоматтан ақша алып тастау әлі де күттірмейтінін байқадым. Бұл дұрыс па? "
761,761,46,I made a cash withdrawal at an ATM but it still says pending in my account.,"Мен банкоматтан ақша алып шықтым, бірақ ол менің шотымда әлі де жатыр. "
762,762,46,I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,"Мен қала ортасындағы банкоматтан ақша алуға тырыстым, бірақ машина картамды қабылдамады. Мен оны әлі күнге дейін менің шотымда көтеретін ретінде көрдім. Мен бұл ақшаны таппағандықтан, оны дереу тоқтатуды сұраймын! "
763,763,46,Why hasn't my withdrawal shown on my statement?,Неге менің арызым менің мәлімдемесінде көрсетілмеген? 
764,764,46,I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,"Мен банкоматтан ақша алып кеттім, бірақ ол менің шотымда күтуде тұрған транзакция ретінде көрсетіледі. Неге? "
765,765,46,I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,Мен бұрын ақшаны шығардым және ол күтуде. Бұл не дегенді білдіреді? 
766,766,46,I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,"Қала орталығында орналасқан банкоматтан ақша алуға тырыстым, бірақ картама бас тартты. Транзакция әлі де күтілуде - оны тоқтату үшін! "
767,767,46,How long does it take for a cash withdrawal to show?,Ақшаның қайтарылуы қанша уақытқа созылады? 
768,768,46,"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.","Мен бұрын ақшаға қол жеткізуге тырыстым, бірақ машина жұмыс істемейді. Тексеруден кейін, транзакция әлі де жүргізіліп жатқан сияқты. Мұнда не болып жатқанын біле аласыз ба? Мен ешқашан алған ақшам үшін айыппұл салуды қаламаймын. "
769,769,46,Why is my cash withdrawal pending?,Неге менің ақшаны алуым күттірмейтін? 
770,770,46,I withdrew cash but it still shows as pending?,"Мен ақшаны алып кеттім, бірақ ол әлі де күтуде? "
771,771,46,"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?","Сәлем, бүгін мен банкоматтан ақша алуды ұйғардым, бірақ бірдеңе жұмыс істемеді. Мен ақшаны алған жоқпын, бірақ тек тексеріп көрдім және ол транзакция әлі де күтілуде дейді. Мұнда не болып жатқанын айта аласыз ба? Ақырында ақша таппай жүрсем де, маған әлі де ақша төлеймін бе? "
772,772,46,I got some cash in the ATM but its still pending,"Банкоматта ақша бар, бірақ ол әлі де күттірмейтін. "
773,773,46,"So much time has gone by, the pending status shouldn't still be there shouldn't it?","Осы уақыт өте келе, күту жағдайы әлі де бар болуы керек емес пе? "
774,774,46,Do you know when the withdrawal will show?,Қайда қайтаруды білесіз бе? 
775,775,46,How long will my cash withdrawal take,Ақшамды алу қанша уақытқа созылады 
776,776,46,Why do I still have a pending cash withdrawal?,Неге менің әлі де ақшаны алуым бар? 
777,777,46,I have a withdrawal waiting to go through.,Менде бір түсім бар. 
778,778,46,How long does it take for a pending cash withdrawal?,Қалай уақыт кетеді? 
779,779,46,I took out some cash from the ATM but it is still showing the transaction is pending.,"Банкоматтан ақша алдым, бірақ ол әлі де транзакция күтілуде. "
780,780,46,How are cash withdrawals pending?,Ақшаны алудың жағдайы қалай? 
781,781,46,"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?","Мен банкоматқа ақша алуға бардым, бірақ қосымшаның айтуынша, ақшаны алу әлі де күтілуде. Бұл қалай мүмкін, өйткені менің өзімде ақша бар? "
782,782,46,My cash withdrawal isnt showing on my account,Менің ақшаны алуым менің шотымда көрсетілмейді 
783,783,46,What does pending mean on a cash withdrawal?,Ақшаны алу кезінде күту деген не? 
784,784,46,I'm expecting to see a cash withdrawal but I'm still waiting.,"Мен ақшаны алуды күтемін, бірақ әлі де күтемін. "
785,785,46,"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?","Сондықтан мен бір ATM-ге барып, ақша алдым. Бірақ мен қосымшаны тексергенде, ол шығарылудың күтуде екенін айтады. Қалай бола алады, егер менің жанымда ақша болса? "
786,786,46,How long does it take for cash withdrawals to hit my account?,Ақшаны алуым үшін қанша уақыт қажет? 
787,787,46,Can you explain to me why a cash withdrawal shows up as pending?,Неге ақшаны алуды тоқтата тұрғанын түсіндіре аласыз ба? 
788,788,46,The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,"Мен ақша алуға барған кезде машина жұмыс істемеді, ал қазір менің шотымда транзакция жүргізіліп жатыр. Неге? "
789,789,46,"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?","Мен бұрын банкоматтан ақша алдым, бірақ ол қосымшада күтуде. Бұл қалай әлі де күтілуде, мен ақшаны алдым? "
790,790,46,I made a deposit in the ATM and it has not cleared,Банкоматқа депозит жасадым және ол тазаланбады 
791,791,46,withdrawal pending meaning?,қайтарудың мәні? 
792,792,46,What does it mean to have a pending cash withdrawal?,Қолма-қол ақшаны алудың алдында тұрған деген не? 
793,793,46,I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,"Мен ақша алуға тырыстым, бірақ машина жұмыс істемеді. Алынған операция әлі де жалғасып жатыр! Не болып жатқанын тексеріңіз. Мен алған ақша үшін айыппұл салуды қаламаймын. "
794,794,46,"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?","Менің шотымда банкоматтан ақша алудың әлі де бар екенін айтады, бірақ менің картам қабылданбады және мен ақша алып шықпадым. Бұл ақша қай кезде менің шотыма қайтарылады? "
795,795,46,How long before I can see that my cash withdrawal has taken place?,Ақшамды қайтып алуды білуге қанша уақыт кетеді? 
796,796,46,"My cash withdrawal shows pending, why?","Менің ақшаны алуымның шомылдауы, неге? "
797,797,46,My account says I have money but I withdrew it in cash.,"Менің шотымда ақша бар дейді, бірақ оны қолма-қол ақшамен алып тастадым. "
798,798,46,How do I get my cash withdrawal to show?,Ақшамды қалай шығарып аламын? 
799,799,46,I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,Мен бұрын ақшамды алмадым және транзакция әлі де жүргізіліп жатыр. Оны жөндей аласың ба? 
800,800,46,"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.","Сәлем. Менің шотымда бір транзакция бар. Қала орталығында банкоматпен жұмыс істеуге тырыстым, бірақ машина картамды қабылдамады, ақша да алмадым. Егер мен ақша алмасам, неліктен бұл операция әлі жалғасуда? "
801,801,46,How long does it typically take for a pending ATM withdrawal to clear?,Банкоматтан ақша алуды аяқтауға қанша уақыт кетеді? 
802,802,46,My cash withdrawal shows as pending still.,Менің ақшаны алуым әлі де күтіп тұр. 
803,803,46,i withdrew cash and dont see it reflected on the balance,Мен қолма-қол ақшаны алып тастадым және оны баланста көрсетпеймін 
804,804,46,When will my cash withdrawal show/,Қайда ақшаны алып тастау керек? 
805,805,46,"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?","Сәлем, менің картаммен проблемаларым бар, не болып жатқанын түсінбеймін, мен банкоматты бұрын қолдандым, бірақ ол жұмыс істемеді, бірақ транзакциялар әлі де жүргізіліп жатқан сияқты, оны маған кері қайтара аласыз ба? "
806,806,46,Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,"Мен өз шотымнан әлі де бар екені белгілі айыппұлды байқадым. Мен машинадан ақша алуға тырыстым, бірақ машина бұзылған сияқты. Мен ақшамды ешқашан алмадым, сондықтан маған бұл туралы тексеріңіз. Мен ешқашан алған ақшам үшін айыппұл салуды қаламаймын. "
807,807,46,What is a pending cash withdrawal?,Қалай ақшаны алу не? 
808,808,46,When will a cash withdrawal show up?,Қайда ақшаны шығарып алу болады? 
809,809,46,"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.","Сәлем, банкоматтан ақша алып тастауға тырыстым, бірақ машина бұзылды. Ол транзакция әлі де жүргізіліп жатқанын айтады. Не болып жатқанын тексеріп көріңізші? Ақшасын ала алмағандықтан айыптауды қаламаймын. "
810,810,46,My ATM withdrawal is taking forever,Банкоматтан ақша алуым мәңгілікке созылады. 
811,811,46,What does it mean when a cash withdrawal is pending?,Ақшаны алуды күту деген не? 
812,812,46,how long will my cash withdrawal be pending for?,Менің ақшаны қайтып алуым қанша уақытқа созылады? 
813,813,46,Why is my withdrawl to cash still pending?,Неге менің ақшаны қайтаруым әлі күнге дейін күтілуде? 
814,814,46,Why is the pending status on my cash withdrawal taking so long?,Неге менің ақшаны алуымның кезекті жағдайы соншалықты ұзаққа созылады? 
815,815,46,There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,"Менің шотымда бір транзакция бар, ол кезде мен банкоматтан ақша алуға тырыстым, бірақ ол жұмыс істемеді. Мұны түзеп бере аласың ба? "
816,816,46,The cash I got at the ATM is still in my account.,Банкоматтан алған ақша әлі де менің шотымда. 
817,817,46,How long will it take for my cash withdrawal to stop pending,Ақшаны алуымның аяқталуына қанша уақыт кетеді? 
818,818,46,I'm concerned because my cash withdrawal is pending.,"Мен уайымдадым, өйткені менің ақшаны алуым күттірмейтін. "
819,819,46,What is the reason my cash withdrawal is still pending?,Менің ақшаны алуымның неліктен әлі де күтілуде? 
820,820,46,How long will it take for my cash withdrawal to no longer show as pending?,Менің ақшаны алуымның әлі де күтілмей жатқаны қанша уақытқа созылады? 
821,821,46,How long until I see a cash withdrawal?,Ақша алуды көруге қанша уақыт кетеді? 
822,822,46,my cash out is still pending,менің ақшам әлі де күтіп тұр 
823,823,46,Why does it still charge me even though I was unable to withdraw money from the ATM?,Банкоматтан ақша ала алмағанымда неге ол маған әлі де ақы төлейді? 
824,824,46,What does it mean if my cash withdrawal is pending?,"Егер менің ақшаны алуым күтілуде болса, бұл нені білдіреді? "
825,825,46,Why is a transaction still pending?,Неге бір транзакция әлі де күтілуде? 
826,826,46,I am not seeing recent cash withdrawal on my account.,Мен соңғы уақытта өз шотымнан ақша алып тастауды көрмей тұрмын. 
827,827,46,What does a pending cash withdrawal mean?,Қолма-қол ақшаны алудың не мәні бар? 
828,828,46,"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.","Мен бірнеше түскілерді алуға тырыстым, бірақ машина жұмыс істемеді. Транзакция әлі де жалғасып жатыр. Біраз қате бар сияқты. Мен жасаған емес транзакция үшін айыппұл салуды қаламаймын. "
829,829,46,How long will a cash withdrawal be pending?,Ақшаны алу қанша уақыт күтіледі? 
830,830,46,"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?","Егер мен банкоматтан ақшаны шығарғаннан кейін, ол қосымшада күтуде тұрған транзакция ретінде көрсетілуі қалыпты ма? "
831,831,46,Why does a cash withdrawal show as pending?,Неге ақшаны алуды тоқтату керек? 
832,832,46,Why would a cash withdrawal still be pending?,Неге ақшаны қайтару әлі де күтілуде? 
833,833,46,Explain pending transactions.,Алып жатқан операцияларды түсіндіріңіз. 
834,834,46,How is my ATM deposit not available yet?,Менің банкоматтың депозиті әлі жоқ? 
835,835,46,"My cash withdrawal is showing as pending, why?","Менің ақшаны алуым күтіп тұр, неге? "
836,836,46,"I withdrew some cash, when is it going to show?","Мен ақша алып кеттім, қашан шығады? "
837,837,46,Can you let me know why my cash withdrawal is still pending?,Неліктен ақшаны қайтару әлі жалғасуда екенін айта аласыз ба? 
838,838,46,I made a cash withdrawal and it is still listed as a pending transaction.,"Мен ақшаны алып тастадым, ол әлі күнге дейін күтілетін транзакция ретінде тізімделеді. "
839,839,46,"my cash withdrawal is pending, why?","Менің ақшаны алуым күттірмейтін, неге? "
840,840,46,"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?","Атай, банкомат жұмыс істемегеніне қарамастан, менің бір операциясы бар, мен айыппұлдан аулақ болу үшін не істеуім керек? "
841,841,46,"I've been waiting for 3 days, why is my withdrawal still pending?","Мен үш күн күттім, неге менің аттануым әлі де күттірмеді? "
842,842,46,"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?","Мен бұрын банкоматтан ақша алып тастадым, бірақ ол қосымшада көтеріліп тұрған сияқты. Бұл қалай әлі де күтілуде, мен ақшаны алдым? "
843,843,46,How long will my ATM withdrawal be pending?,Банкоматтан ақша алуым қанша уақыт күтеді? 
844,844,46,Is there any reason my cash withdrawal still shows as pending?,Менің ақшаны алуымның әлі де күтілуде деп айтуға негіз бар ма? 
845,845,46,Its been several days and my cash withdrawal is still pending. Why?,"Бірнеше күн өтті, ал ақшаны алу әлі де күтілуде. Неге? "
846,846,46,My account says a withdrawal is pending - why can't I take cash out of the ATM?,Менің шотымда ақшаны алу күтілуде дейді. Неге банкоматтан ақша ала алмаймын? 
847,847,46,"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.","Мен бүгін бір банкоматтан ақша алуға тырыстым, бірақ ол қабылданбады. Менің экранымға қарап, ол әлі күнге дейін осы сомаға күтілуде. Мен бұл ақшаны алған жоқпын, сондықтан оны өз шотымнан өңдеуді қаламаймын. "
848,848,46,"My cash withdrawal says pending, why?",Менің ақшаны алуым неліктен? 
849,849,46,Why is my cash still pending that I put in ATM?,Неге банкоматқа құятын ақшамды әлі де күтіп тұр? 
850,850,46,In my account I noticed my ATM withdrawal is still pending,Мен банкоматтан ақша алуымды әлі де күтіп отырғанын байқадым 
851,851,46,Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,"Ағымдағы банкомат төлемін тоқтату үшін, бүгін картама бас тарттым. "
852,852,46,"My withdrawal is pending, why?","Менің қайтаруым күттірмейтін, неге? "
853,853,46,Why does my account show as pending a cash withdrawal from the ATM that I have already made?,Неге менің банкоматтан ақша алуым күттірмейтін деп есептеледі? 
854,854,46,"I have a cash withdrawal that says it's pending, why?","Менде ақшаны алу туралы хабарлама бар, неге? "
855,855,46,I took out money from the ATM and it's still showing as pending?,"Банкоматтан ақша алып, әлі де күтіп тұр? "
856,856,46,Why would a cash withdrawal be pending?,Неге ақшаны алу күттірмейтін? 
857,857,46,Why is the cash transaction still showing as not completed?,Неге қолма-қол ақшамен жасалған операция әлі аяқталмаған? 
858,858,46,Why is my withdrawal from the ATM still showing as pending?,Неге банкоматтан ақша алуым әлі де күтілуде? 
859,859,46,The cash I deposited using the ATM is still pending,Банкомат арқылы құптымдағы ақша әлі де күтілуде. 
860,860,46,"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??","Мен ақшаны алуға тырыстым, бірақ ол мүмкін емес болды. Тіпті, транзакция әлі жалғасуда деп жазған? Бұл ақша жоғалады ма? ? "
861,861,46,There is a withdrawal waiting.,Бұл жерде бір рет қайтару күтіп тұр. 
862,862,46,Can you please tell me why my cash withdrawal is still pending?,Неге ақшаны қайтару әлі жалғасын табатынын айта аласыз ба? 
863,863,46,My atm withdraw is stillpending,Менің банкоматтан ақша алуым әлі де күтілуде 
864,864,46,"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?","Мен бұрын банкоматтан ақша алып шықтым, бірақ ол қосымшада күтуде. Бұл әлі де күтілуде, мен ақшаны алдым ғой? "
865,865,46,"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?","Сәлем, банкоматтан ақша алып шығуға тырыстым, бірақ менің есептамамды қарап, ол әлі де күтуде екенін көрсетеді. Машина бүлінген бе? Ақшамды қайтарып аламын ба, әлде осы үшін айыппұл салына ма? "
866,866,46,I made a cash withdraw and it shows up as pending why is that?,"Мен ақшаны алып шықтым, бірақ ол неге? "
867,867,46,My last ATM request did not go through due to a declined card. Please cancel the request on my account.,АТМ-да сұраған соңғы өтінішім бас тартқан картаға байланысты қабылданбады. Менің есебіме тапсырылған өтінішіңізді кері қайтарып алыңыз. 
868,868,46,What should I do if I see a withdrawal is pending?,Егер мен бір адамның қайтаруын күтіп тұрғанда не істеуім керек? 
869,869,46,My balance is not what I thought it was following an ATM withdrawal,Менің балансым банкоматтан ақша алудан кейін ойлағандай емес. 
870,870,46,"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.","Мен машинадан ақша алуға тырыстым, бірақ ол жұмыс істемеді. Қазірге қарай, транзакция әлі де жүргізіліп жатқан сияқты. Мен мұны тексеріп, не болып жатқанын білетін біреуді бағалаймын. Мен ешқашан алған ақшам үшін айыппұл салуды қаламаймын. "
871,871,46,"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.","Сәлем, банкоматтан ақша алуға тырыстым, бірақ ол әлі де күтуде екенін көрсетеді? Мен бұл үшін айыппұл салуды қаламаймын. "
872,872,46,how long until a cash withdrawal will show on my account,менің шотымда ақшаны алудың уақыты қанша болады 
873,873,46,When will the cash that I put in the ATM be cleared from pending status?,Банкоматқа берген ақшамды қашан босату керек? 
874,874,46,"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.","Менің картам қабылданбады және мен бұрын банкоматтан ақша алмадым, бірақ менің шотымнан оның әлі де күтілуде екені көрінеді. "
875,875,46,I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,"Мен бұрын банкоматтан ақша алдым. Неге менің ақшам бар болса, ол әлі де күтілуде? "
876,876,46,my cash withdrawal has not come out of my account yet.,Менің ақшаны әлі күнге дейін есепшоттан шығарған жоқпын. 
877,877,46,"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.","Бүгін ақша керек еді, сондықтан басқа провайдердің банкоматты пайдаландым, ал ақшаны алуға тырысқанда, ол бас тартты. Мен тек қана тексеріп, әлі күнге дейін сол сомаға байланысты шотымдамын! Мен ақша алып шықпадым, ол қабылданбады, сондықтан оны алу ретінде қарауды қаламаймын. "
878,878,46,Why has my deposit in the ATM not cleared yet?,Неге банкоматқа түскен ақшамды әлі төлемеді? 
879,879,46,why isnt my cash withdrawal showing,неге менің ақшаны алуым көрсетілмейді 
880,880,36,How many different currencies can I hold money in?,Ақшаны қанша валютада ұстай аламын? 
881,881,36,Do you allow currency exchanges?,Валюта алмасуына рұқсат бересіз бе? 
882,882,36,How many currencies can I have money in in my account?,Менде қанша валютада ақша болуы мүмкін? 
883,883,36,Is the EUR accepted for exchanges?,EUR алмасу үшін қабылданды ма? 
884,884,36,Is it okay to hold money in multiple currencies?,Көптеген валютада ақша ұстап тұру дұрыс па? 
885,885,36,Can I have money in more than one currency in my account?,Менде бірден астам валютадағы ақша болуы мүмкін бе? 
886,886,36,What currencies can I have?,Қандай валюталар болады? 
887,887,36,What currencies can my account be in?,Менің шотым қандай валютада болуы мүмкін? 
888,888,36,How many currencies can I have?,Қанша валютаға ие боламын? 
889,889,36,Are EUR exchanges allowed?,EUR алмасуына рұқсат етіледі ме? 
890,890,36,I want to have multiple currencies in my account if possible.,"Мүмкін болса, менің шотымда бірнеше валюта болуы керек. "
891,891,36,Do you convert to Euro?,Сіз евроға айналдырасыз ба? 
892,892,36,What fiat currencies can I use for holding and exchanging?,"Мен қандай валюталарды ұстап, алмастыруға пайдалана аламын? "
893,893,36,Can exchanged be made to EUR?,EUR-ға алмасу мүмкін бе? 
894,894,36,I need to know what flat currencies you support for holding and exchange.,"Сіз қандай валюталарды ұстап, алмастыруға қолданыңызды білуге тиіспін. "
895,895,36,Do you support other currencies?,Сіз басқа валюталарды қолдайсыз ба? 
896,896,36,Can you convert to EUR?,EUR-ға аудару мүмкін бе? 
897,897,36,What are the fiat currencies used?,Файт валюталары қандай? 
898,898,36,"What currencies can I not hold many in, if so what are they?","Қандай валюталарда көп ұстауға болмайды, егер солай болса, олар қандай? "
899,899,36,How many different currencies can I have my money in?,Ақшамды қанша валютада алуға болады? 
900,900,36,Which fiat currencies are supported by you?,Сіз қандай фиат валюталарды қолдап жүрсіз? 
901,901,36,What currencies do you offer?,Сіз қандай валюталарды ұсынасыз? 
902,902,36,Are there any fiat currencies that you will not work with?,Сіз жұмыс істемейтін фиат валюталарыңыз бар ма? 
903,903,36,I wondered if multiple currencies is okay?,Көптеген валюталар дұрыс па деп ойладым. 
904,904,36,Are all fiat currencies supported?,Барлық фиат валюталары қолданады ма? 
905,905,36,Can you tell me the names of the fiat currencies that I can use at your institution?,Сіздің институтта қолданатын фиат валюталарының атауларын айта аласыз ба? 
906,906,36,Can I change or hold different currency?,Мен басқа валютаны алмастыра аламын ба? 
907,907,36,Which flat currencies are supported for holding and exchange?,Қандай біркелкі валюталарды ұстау және алмастыруға қолдайды? 
908,908,36,What other fiat currencies can I use?,Басқа қандай валюталарды пайдалана аламын? 
909,909,36,What fiat currencies do you allow exchange with?,Қандай валютамен алмасуға рұқсат етіледі? 
910,910,36,Are all European currencies available for holding and exchange?,Барлық Еуропа валюталары сақталуы және айырбастау үшін қолжетімді ме? 
911,911,36,Can you tell me how many currencies I can hold?,Қанша валюта ұстай алатынымды айта аласыз ба? 
912,912,36,What types of foreign money can be used with this service.?,Бұл қызметпен қандай шетелдік ақша қолданылуы мүмкін? ? 
913,913,36,Am I allowed to hold money in multiple currencies?,Көптеген валютада ақша ұстауға рұқсат етіледі ме? 
914,914,36,What fiat currencies do you support?,Сіз қандай фиаттық валюталарды қолдапсыз? 
915,915,36,"I need to hold money, what currencies can I use?","Ақша ұстап тұруым керек, қандай валюталарды пайдалана аламын? "
916,916,36,Can you do exchanges of EUR?,EUR-ны алмастыруға бола ма? 
917,917,36,What are all the fiat currencies that are supported for both exchange and holding?,Алмасу және ұстау үшін қолданатын барлық фиат валюталары қандай? 
918,918,36,What currencies can I hold?,Қандай валюталарды ұстай аламын? 
919,919,36,what currencies do you accept?,қандай валюталарды қабылдадыңыз? 
920,920,36,Are there limitations to what currency I can hold?,Қандай валютаға ие бола алатынымның шектеулері бар ма? 
921,921,36,What types of fiduciary currencies are supported for tenure and exchange?,Тұрақтылық және алмасу үшін қандай сенімгерлік валюталар қолданады? 
922,922,36,Can I hold more than one currency?,Бірден артық валютаны ұстай аламын ба? 
923,923,36,What fiat currencies are used with holdings and exchanges?,Қауіпкерлік валюталар мен биржалар қандай валюталармен қолданылады? 
924,924,36,Is it possible to hold money in multiple currencies?,Ақшаны бірнеше валютада ұстау мүмкін бе? 
925,925,36,Can I have multiple currencies in my account?,Менде бірнеше валюта болуы мүмкін бе? 
926,926,36,I need to know which fiat currencies I can use with you.,Сізбен қандай валюталарды пайдалана алатынын білуім керек. 
927,927,36,How can I solve my issue with holding multiple currencies?,Бірнеше валютаны ұстап тұру мәселесін қалай шешсем болады? 
928,928,36,What currencies do you support?,Сіз қандай валюталарды қолдап жүрсіз? 
929,929,36,Do you support fiat currencies?,Сіз фиат валюталарын қолдап жатасыз ба? 
930,930,36,Can my account have different types of currency in it.,Менің шотымда әртүрлі валюталар болуы мүмкін бе? 
931,931,36,What kind of money can I hold?,Қандай ақша ұстап тұрамын? 
932,932,36,Will you be able to exchange to EUR?,EUR-ға алмасу мүмкін бе? 
933,933,36,Is my country's currency supported by your system?,Менің елдегі валюта сіздің жүйеңізбен қамтамасыз етіледі ме? 
934,934,36,What flat currencies do you support for holding and exchange?,"Сіз қандай бір валютаны ұстап, алмастыруға қолданасыз? "
935,935,36,What kind of fiat currencies are supported for holding and exchange?,Қалай валюталар ұстауға және алмасуға қол жетімді? 
936,936,36,Can you make exchanges with the EUR?,EUR-мен алмасу мүмкін бе? 
937,937,36,Is EUR one of the currencies you deal with?,Сіз айналысатын валюталардың бірі - EUR ба? 
938,938,36,Are EUR exchanges acceptable?,EUR алмасуы рұқсат етіледі ме? 
939,939,36,What currencies can I exchange?,Қандай валютаны алмаса болады? 
940,940,36,What fiduciary currencies are supported for tenure and exchange?,Қай сенімгерлік валюталар иелік ету және алмасу үшін қолданады? 
941,941,36,Will you be adding more currencies in the future?,Келечекте валютаны қосып бересіз бе? 
942,942,36,How can I hold and exchange fiat currencies?,"Қалай мен фиат валюталарын ұстап, алмастыра аламын? "
943,943,36,What currencies are available for my use in holding and exchange?,"Мен қандай валюталарды ұстап, алмастыруда пайдаланамын? "
