number,class,text,score,,class,average,max,min,count,,number of > average,%,number of общий average,%
3029,24,Does your card work in Austria and other European countries?,0.509882967,,,,,,,,,,,
3030,24,Can I receive a card if I'm not in the US or UK?,0.555773256,,,,,,,,,,,
3031,24,Which areas do you offer support to customers from?,0.235882922,,,,,,,,,,,
3032,24,Can I use my card overseas without additional fees or restrictions?,0.46736127,,,,,,,,,,,
3033,24,Where are your services currently offered globally?,0.377616435,,,,,,,,,,,
3034,24,Is it possible to get one of your cards anywhere around the world ?,0.504554299,,,,,,,,,,,
3035,24,Do you have any restrictions regarding issuance of cards based on country location?,0.514446438,,,,,,,,,,,
3036,24,Can I order the card if I'm not a UK citizen?,0.475929287,,,,,,,,,,,
3037,24,Are your cards available for international use?,0.556290907,,,,,,,,,,,
3038,24,Do you offer services outside of Europe?,0.433874575,,,,,,,,,,,
3039,24,In which countries can I use your card?,0.586408367,,,,,,,,,,,
3040,24,Can residents from any country apply for your cards?,0.540657107,,,,,,,,,,,
3041,24,Can people living in the US get a card from you?,0.494672393,,,,,,,,,,,
3042,24,How do I apply for a card if I don't live in the UK?,0.45990664,,,,,,,,,,,
3043,24,What other countries can I use my account in besides Europe and the US?,0.47887153,,,,,,,,,,,
3044,24,Does your service work globally or only in certain regions?,0.368257674,,,,,,,,,,,
3045,24,Is the card available in countries outside the UK?,0.570099686,,,,,,,,,,,
3046,24,Can I apply for a card if I live in Africa or Indonesia?,0.4866771,,,,,,,,,,,
3047,24,How do I know if my country is included in your card's service coverage?,0.440380161,,,,,,,,,,,
3048,24,Are there any geographic restrictions for using your services?,0.369993835,,,,,,,,,,,
3049,24,Which regions does your company operate in for delivering cards and services?,0.40763249,,,,,,,,,,,
3050,24,Can I check if my country is eligible for a card before applying?,0.462739098,,,,,,,,,,,
3051,24,What are the countries where you support delivery and usage of cards?,0.553173981,,,,,,,,,,,
3052,24,Do you offer international shipping of cards to all countries?,0.509401453,,,,,,,,,,,
3053,24,Are residents of EU countries allowed to order this type of card service?,0.518227674,,,,,,,,,,,
3054,24,Is it possible to use this card while traveling outside my home country?,0.463764613,,,,,,,,,,,
3055,24,What nations do you provide assistance to?,0.355416725,,,,,,,,,,,
3056,24,In which countries are your services available?,0.453249029,,,,,,,,,,,
3057,24,Which nations are currently supported by you?,0.365091258,,,,,,,,,,,
3058,24,Do you have a presence in any other countries besides the UK and US?,0.392230833,,,,,,,,,,,
3059,24,Is it possible to obtain a card outside of the United States and Europe as well?,0.553417292,,,,,,,,,,,
3060,24,Can I use your card in Asia too?,0.484440393,,,,,,,,,,,
3061,24,"What is the availability of your cards in Canada, Australia, and New Zealand like?",0.492319417,,,,,,,,,,,
3062,24,Is there any plan for expanding support for more countries soon?,0.27973652,,,,,,,,,,,
3063,24,Are there any limitations on where I can use my card?,0.409369892,,,,,,,,,,,
3064,24,Can residents from any country apply for a card?,0.530306967,,,,,,,,,,,
3065,24,Is your card available in other parts of the world?,0.558365904,,,,,,,,,,,
3066,24,Can I use my account outside of my home country?,0.406343038,,,,,,,,,,,
3067,24,Do you have any branches in different countries?,0.3245398,,,,,,,,,,,
3068,24,Are there any restrictions on where I can use your services?,0.310699539,,,,,,,,,,,
3069,24,Which countries are eligible for card delivery?,0.528632875,,,,,,,,,,,
3070,24,What international locations do you offer support for?,0.43376119,,,,,,,,,,,
3071,24,Can residents of different continents get a card from you?,0.528556765,,,,,,,,,,,
3072,24,Which parts of the world do you currently operate in?,0.33283801,,,,,,,,,,,
3073,24,Do you have a presence in Asia or Africa?,0.284067302,,,,,,,,,,,
3074,24,Is it possible to get a debit card from outside the UK or US?,0.486919434,,,,,,,,,,,
3075,24,Is your card available in any country outside of Europe?,0.581584948,,,,,,,,,,,
3076,24,Can I apply for a card if I live in Asia?,0.485064249,,,,,,,,,,,
3077,24,Do you have any restrictions on which countries can use your services?,0.433973137,,,,,,,,,,,
3078,24,Is it possible to use the card in South America or Australia?,0.488254915,,,,,,,,,,,
3079,24,Can I get support even if I reside outside of your supported countries?,0.45691849,,,,,,,,,,,
3080,24,Are there any extra fees for using the card in other countries?,0.479766492,,,,,,,,,,,
3081,24,Which parts of the world are currently supported by your services?,0.386820171,,,,,,,,,,,
3082,24,What are the requirements to get a card if I live abroad?,0.488671816,,,,,,,,,,,
3083,24,Can customers from Africa or the Middle East apply for a card as well?,0.462980017,,,,,,,,,,,
3084,24,What is the process for obtaining a card if I reside in a non-supported country?,0.498504681,,,,,,,,,,,
3085,24,Can you ship cards to any address worldwide?,0.465283757,,,,,,,,,,,
3086,24,Are there any specific requirements for obtaining a card as an American resident?,0.386828698,,,,,,,,,,,
3087,24,Do you have any plans to expand your services to additional countries in the future?,0.353294035,,,,,,,,,,,
3088,24,Which countries have the most users of your card service?,0.507218797,,,,,,,,,,,
3089,24,Is it possible to use your card in countries outside of your supported list through international partnerships?,0.50662713,,,,,,,,,,,
3090,24,Can I order multiple cards for use by different family members living in separate countries?,0.439826361,,,,,,,,,,,
3091,24,What are the fees and restrictions associated with using your card internationally?,0.444219313,,,,,,,,,,,
3092,24,How do I confirm if my country is one of the supported locations for your services?,0.429027915,,,,,,,,,,,
3093,24,Are there language barriers that may affect my ability to use this service while abroad?,0.311071347,,,,,,,,,,,
3094,24,In which countries are your cards accepted?,0.55989671,,,,,,,,,,,
3095,24,Can I use your card in multiple countries?,0.560930576,,,,,,,,,,,
3096,24,Are there any restrictions on where I can use the card?,0.434596316,,,,,,,,,,,
3097,24,What is the process for obtaining a card in different countries?,0.512430737,,,,,,,,,,,
3098,24,Do you have partnerships with banks outside of the UK or US?,0.28838149,,,,,,,,,,,
3099,24,Is there a limit to how many cards I can have across different countries?,0.481323355,,,,,,,,,,,
3100,24,Which regions do you offer support to for currency exchange and transfers?,0.346733906,,,,,,,,,,,
3101,24,Do you provide language support for customers in different regions?,0.335557198,,,,,,,,,,,
3102,24,Can non-US residents apply for an account as well?,0.340872584,,,,,,,,,,,
3103,24,What is your policy on international transactions and fees?,0.294120729,,,,,,,,,,,
3104,24,Do you offer services in any countries outside of Europe?,0.452672729,,,,,,,,,,,
3105,24,Can I get a card if I am a resident of Australia?,0.461002847,,,,,,,,,,,
3106,24,What is the process for getting a card in Canada?,0.391770027,,,,,,,,,,,
3107,24,Are there any limitations on using the card in certain countries?,0.517439215,,,,,,,,,,,
3108,24,Do you have plans to expand to other countries in the future?,0.303487732,,,,,,,,,,,
3109,24,Which regions do your cards work best in?,0.401148055,,,,,,,,,,,
3110,24,Is it possible to use your card internationally without facing fees or charges?,0.464081784,,,,,,,,,,,
3111,24,Are there any restrictions on how much I can spend while using my card abroad?,0.391783295,,,,,,,,,,,
3112,24,Can residents of South America apply for one of your cards?,0.45210835,,,,,,,,,,,
3113,24,"Do you have customer support available 24/7, no matter where I am located?",0.238903388,,,,,,,,,,,
3114,24,Which countries do you offer your card services to?,0.576922804,,,,,,,,,,,
3115,24,Is the card available for use in all countries?,0.553140838,,,,,,,,,,,
3116,24,Can I apply for the card if I live outside of Europe?,0.533176636,,,,,,,,,,,
3117,24,Are there any restrictions on where I can use my card internationally?,0.511484801,,,,,,,,,,,
3118,24,Which continents are included in your card's availability?,0.447435135,,,,,,,,,,,
3119,24,Can non-citizens apply for your card and use it internationally?,0.473875852,,,,,,,,,,,
3120,24,Do you have partnerships with banks in other countries to offer your services abroad?,0.342844841,,,,,,,,,,,
3121,24,What are the requirements for obtaining a card if I reside outside of the UK or EU?,0.490817721,,,,,,,,,,,
3122,24,Are there any fees associated with using my card outside of my home country?,0.467569665,,,,,,,,,,,
3123,24,Where can I find a list of all supported countries for using my new card?,0.513527029,,,,,,,,,,,
3124,24,In which countries can I use the card?,0.576950626,,,,,,,,,,,
3125,24,Can a resident of Canada get a card?,0.416948694,,,,,,,,,,,
3126,24,Do you have support in South America?,0.312131723,,,,,,,,,,,
3127,24,Which countries are excluded from your support list?,0.40236602,,,,,,,,,,,
3128,24,What countries are eligible for your card services?,0.561680364,,,,,,,,,,,
3129,24,Can someone outside the EU apply for a card with you?,0.528391157,,,,,,,,,,,
3130,24,Do you provide customer service in all supported countries?,0.43542347,,,,,,,,,,,
3131,24,What is the process for getting a card in supported countries?,0.526409287,,,,,,,,,,,
3132,24,Are there any restrictions on using your cards abroad?,0.500041137,,,,,,,,,,,
3133,24,"I live in Australia, am I eligible to get one of your cards?",0.500593939,,,,,,,,,,,
3134,24,Which countries have access to your cards?,0.557518037,,,,,,,,,,,
3135,24,Are your cards available worldwide?,0.519145336,,,,,,,,,,,
3136,24,Can I use my card in other countries besides the UK?,0.556880019,,,,,,,,,,,
3137,24,Do you offer support to people outside of the UK?,0.376719708,,,,,,,,,,,
3138,24,In which countries can I use my account and card?,0.542417998,,,,,,,,,,,
3139,24,Is it possible to get a card if I don't live in the US or Europe?,0.560110589,,,,,,,,,,,
3140,24,Which regions are eligible for your card services?,0.503589133,,,,,,,,,,,
3141,24,Can I use my account overseas or just in the UK and EU?,0.41261391,,,,,,,,,,,
3142,24,What is the global reach of your company's services?,0.232683092,,,,,,,,,,,
3143,24,What regions are eligible for your card?,0.493568872,,,,,,,,,,,
3144,24,In which countries can I use my account?,0.47867895,,,,,,,,,,,
3145,24,Can I apply for a card if I am outside of the US and the EU?,0.543252198,,,,,,,,,,,
3146,24,"What is the availability of cards in other countries besides the UK, US, and EU?",0.555739601,,,,,,,,,,,
3147,24,Is your card supported in Asia or Africa?,0.515312519,,,,,,,,,,,
3148,24,Do you have plans to expand to more countries in the future?,0.2758509,,,,,,,,,,,
3149,24,Can I get customer support in different languages depending on my country of residence?,0.382998382,,,,,,,,,,,
3150,24,Can people with non-European bank accounts use your services?,0.334566333,,,,,,,,,,,
3151,24,Are there any restrictions on using your card while traveling abroad?,0.447414265,,,,,,,,,,,
3152,24,What is the process for getting a replacement card when overseas?,0.421519221,,,,,,,,,,,
3153,25,"My card keeps getting rejected, what's the issue here?",0.574722455,,,,,,,,,,,
3154,25,"I cannot make a payment using my card, can you help me figure out why?",0.65705401,,,,,,,,,,,
3155,25,I have been trying to pay with my card but it keeps getting declined no matter where I go.,0.677735784,,,,,,,,,,,
3156,25,What do I do when my payment with the card isn't going through despite having enough funds?,0.594625916,,,,,,,,,,,
3157,25,Why did my card payment not work even when the details were correct?,0.631297751,,,,,,,,,,,
3158,25,I feel embarrassed that my new card was declined in front of people. Can you tell me what went wrong?,0.589190651,,,,,,,,,,,
3159,25,"It's frustrating that my account has enough funds but still, payments are being declined.",0.535637627,,,,,,,,,,,
3160,25,My monthly subscription was not accepted by your system. Why is this happening especially after making successful payments previously?,0.46565092,,,,,,,,,,,
3161,25,There must be something wrong because every time I try to use this particular card it gets declined.,0.578675402,,,,,,,,,,,
3162,25,Can you give some insight on why store purchases keep getting rejected despite having money on the account?,0.419993693,,,,,,,,,,,
3163,25,"Despite having enough balance, my card payment was declined, which is frustrating.",0.675260205,,,,,,,,,,,
3164,25,Can you shed some light on why my card payment got rejected?,0.692474502,,,,,,,,,,,
3165,25,"I'm puzzled as to why my payment wasn't accepted, any insight into this issue?",0.582247608,,,,,,,,,,,
3166,25,My attempts to make a purchase with my card were unsuccessful - it kept getting declined.,0.628449325,,,,,,,,,,,
3167,25,It's really strange that my credit card didn't work at the store; do you know why?,0.577325444,,,,,,,,,,,
3168,25,"I was hoping to pay for the item using my card but unfortunately, it was declined again.",0.578739424,,,,,,,,,,,
3169,25,Is there any particular reason for the constant decline messages that I keep seeing while trying to use this card?,0.470345808,,,,,,,,,,,
3170,25,"Even though I have enough funds in the account, the transaction failed due to a declined payment method.",0.505099056,,,,,,,,,,,
3171,25,Having trouble with making a successful transaction even though all details are correct - can you help me figure out what's wrong with my card?,0.477143555,,,,,,,,,,,
3172,25,The embarrassment of a failed payment at checkout despite believing everything is alright can be avoided if we know what caused it - care to explain?,0.372963924,,,,,,,,,,,
3173,25,"I'm having trouble with my card payment, it keeps getting declined.",0.70992873,,,,,,,,,,,
3174,25,"My payment got rejected at the store, what should I do?",0.534929187,,,,,,,,,,,
3175,25,My card was refused and now I'm not sure why.,0.650943046,,,,,,,,,,,
3176,25,Why am I unable to use my card for payments?,0.648345479,,,,,,,,,,,
3177,25,"The payment process is not working on this site, can you help me figure out why?",0.471227019,,,,,,,,,,,
3178,25,"For some reason, my new card is being declined.",0.611258387,,,,,,,,,,,
3179,25,What could be causing my account to freeze up during a transaction?,0.264988935,,,,,,,,,,,
3180,25,It's frustrating that my card won't work when I need it to.,0.469976972,,,,,,,,,,,
3181,25,Could you tell me why the payment process keeps failing on this website?,0.441313959,,,,,,,,,,,
3182,25,My debit card isn't working properly and now I can't make any purchases with it,0.518132209,,,,,,,,,,,
3183,25,What is the reason behind my card payment being rejected?,0.691335578,,,,,,,,,,,
3184,25,I need help understanding why my card payment keeps getting declined.,0.718945075,,,,,,,,,,,
3185,25,"My credit card is not working, could you explain to me what's going on?",0.538297583,,,,,,,,,,,
3186,25,"I'm having trouble with my debit card payments, can you tell me why it's being declined?",0.665776367,,,,,,,,,,,
3187,25,Why did my recent purchase get declined on this credit card I just received?,0.645412302,,,,,,,,,,,
3188,25,Can you please provide an explanation for the failure of authorization of the transaction from my debit card?,0.509413967,,,,,,,,,,,
3189,25,"My Mastercard payment did not go through, can you tell me what happened?",0.608707583,,,,,,,,,,,
3190,25,I am unable to complete a transaction using Visa. Why is this happening to me now?,0.414334633,,,,,,,,,,,
3191,25,What could be causing repeated declines of transactions from my Discover Card account?,0.482845251,,,,,,,,,,,
3192,25,"My card payment got rejected, any idea why?",0.714216764,,,,,,,,,,,
3193,25,What could be the possible reasons for my card payment decline?,0.653093476,,,,,,,,,,,
3194,25,I am confused as to why my card was declined despite having the funds needed for the purchase. Any insights?,0.644245092,,,,,,,,,,,
3195,25,"My attempt to make a purchase using my debit card failed multiple times, can you explain what went wrong?",0.548550932,,,,,,,,,,,
3196,25,Why was my debit card declined even though I have not exceeded my spending limit?,0.602919833,,,,,,,,,,,
3197,25,Help me understand why my transaction was declined with a valid debit card.,0.614296529,,,,,,,,,,,
3198,25,"Despite having sufficient balance in my account, I'm unable to make any transactions with my bank's issued credit card. What's happening here?",0.470910127,,,,,,,,,,,
3199,25,Why has the merchant refused payment through our corporate credit cards when we have never faced this situation earlier?,0.567108469,,,,,,,,,,,
3200,25,"My credit scoring is excellent but still, every time I try using it for an online transaction it gets denied. Why is that so?",0.435344845,,,,,,,,,,,
3201,25,My EMV chip-enabled debit/credit cards are getting repeatedly declined while swiping or dipping in terminals; how do I fix this problem?,0.419809443,,,,,,,,,,,
3202,25,What's the reason behind my card payment failure?,0.659259046,,,,,,,,,,,
3203,25,Why was my credit card rejected for payment in a store?,0.622097305,,,,,,,,,,,
3204,25,"My account has sufficient funds, why did my card get declined at the checkout?",0.652931251,,,,,,,,,,,
3205,25,What's causing all of my recent card transactions to be declined?,0.575676561,,,,,,,,,,,
3206,25,"I received an error message saying my payment couldn't be processed, what should I do now?",0.514660414,,,,,,,,,,,
3207,25,"I'm having trouble paying with my credit card, can you assist me in determining why it's being declined?",0.684846445,,,,,,,,,,,
3208,25,"I attempted to pay with my card, but it was unsuccessful.",0.621980306,,,,,,,,,,,
3209,25,My payment transaction didn't go through.,0.543302527,,,,,,,,,,,
3210,25,The payment for my purchase was declined by the system.,0.573616995,,,,,,,,,,,
3211,25,I couldn't complete the purchase because my card wasn't accepted.,0.586338336,,,,,,,,,,,
3212,25,I am having trouble with payment and I am not sure why.,0.560307298,,,,,,,,,,,
3213,25,Why did the payment get rejected?,0.550048587,,,,,,,,,,,
3214,25,"My card is not working properly, and I can't make any payments",0.598642944,,,,,,,,,,,
3215,25,I'm having issues using my credit card for transactions,0.532065091,,,,,,,,,,,
3216,25,The store is rejecting all of my attempts to pay by card,0.652173101,,,,,,,,,,,
3217,25,Why isn't my new credit card being accepted?,0.578642611,,,,,,,,,,,
3218,25,I have no idea why my card payment has been rejected.,0.70565949,,,,,,,,,,,
3219,25,The system keeps declining my payment. What's wrong?,0.54993911,,,,,,,,,,,
3220,25,I need to know why my card payment was refused.,0.672730308,,,,,,,,,,,
3221,25,My card payment did not go through; any idea what went wrong?,0.62966739,,,,,,,,,,,
3222,25,Why does my card keep getting declined for payments?,0.716509776,,,,,,,,,,,
3223,25,I'm frustrated that my card payment isn't working. Why?,0.62552661,,,,,,,,,,,
3224,25,Could you tell me the reason for the failed transaction on my account?,0.440146927,,,,,,,,,,,
3225,25,"My finance is fine, so there's no reason for my card to be declined.",0.578983531,,,,,,,,,,,
3226,25,What has happened that caused the decline of the transaction on this credit account?,0.467271215,,,,,,,,,,,
3227,25,My card was rejected.,0.593651024,,,,,,,,,,,
3228,25,The payment I made was not accepted.,0.556206488,,,,,,,,,,,
3229,25,My transaction didn't go through.,0.446353969,,,,,,,,,,,
3230,25,The card I used for my purchase wasn't accepted.,0.616990382,,,,,,,,,,,
3231,25,Why did my payment fail?,0.589824021,,,,,,,,,,,
3232,25,I'm having trouble with my credit card transaction.,0.543339832,,,,,,,,,,,
3233,25,I don't understand why my card isn't working at the ATM machine.,0.509541456,,,,,,,,,,,
3234,25,My attempt to make a purchase using my credit card has been unsuccessful for what reason?,0.600593328,,,,,,,,,,,
3235,25,What could be causing the problem with my debit or credit card?,0.462886775,,,,,,,,,,,
3236,26,"I can't seem to withdraw any cash from the ATM, what's going on?",0.645433997,,,,,,,,,,,
3237,26,My attempts to get money from an ATM have been unsuccessful.,0.633447823,,,,,,,,,,,
3238,26,"For some reason, I am unable to withdraw cash from my account using the ATM.",0.648935758,,,,,,,,,,,
3239,26,Why is it that I keep getting declined when trying to take out money?,0.515723176,,,,,,,,,,,
3240,26,I tried taking out some cash but was denied by the machine - why?,0.549902254,,,,,,,,,,,
3241,26,The ATM keeps rejecting my card no matter how many times I try. What could be causing this issue?,0.55538535,,,,,,,,,,,
3242,26,What should one do if their attempt at withdrawing money fails at an ATM terminal?,0.549378988,,,,,,,,,,,
3243,26,I had trouble accessing my funds through an ATM which left me very frustrated.,0.596085717,,,,,,,,,,,
3244,26,"When I attempted a withdrawal of funds, it was declined for unknown reasons.",0.465395067,,,,,,,,,,,
3245,26,Why always is my card being declined whenever I try to take out money from ATMs?,0.659181761,,,,,,,,,,,
3246,26,"I attempted to withdraw money at the ATM, but my request was declined.",0.627796824,,,,,,,,,,,
3247,26,Why am I unable to withdraw cash from the ATM?,0.672931126,,,,,,,,,,,
3248,26,"My card seems to be malfunctioning, as I cannot withdraw any money.",0.502020425,,,,,,,,,,,
3249,26,I keep getting declined when trying to get cash out of the ATM. Is there an issue with my account?,0.655527523,,,,,,,,,,,
3250,26,Can you please verify if everything is okay with my account? Both ATMs have refused to give me any cash.,0.593238488,,,,,,,,,,,
3251,26,"I tried withdrawing money from two different ATMs, but it didn't work. What should I do?",0.607790453,,,,,,,,,,,
3252,26,The ATM isn't dispensing cash even though it shows that there are sufficient funds in my account.,0.590859744,,,,,,,,,,,
3253,26,"I'm worried that something is wrong with my card because every time I try and get money out of the machine, it's not working!",0.459255948,,,,,,,,,,,
3254,26,The transaction failed when trying to obtain cash from the automated teller machine (ATM).,0.522844704,,,,,,,,,,,
3255,26,Please check if there are any issues with my account as both ATMs have declined me.,0.565099578,,,,,,,,,,,
3256,26,I'm having difficulty getting cash from the ATM.,0.627555579,,,,,,,,,,,
3257,26,What should I do if my ATM withdrawal is refused?,0.629513486,,,,,,,,,,,
3258,26,Why does the ATM refuse to give me money?,0.669186075,,,,,,,,,,,
3259,26,"I tried withdrawing cash, but I was unsuccessful. Why?",0.603104341,,,,,,,,,,,
3260,26,Why is it that the ATM did not approve my request for a withdrawal?,0.642021877,,,,,,,,,,,
3261,26,I'm unable to withdraw any funds. What's going on with my account?,0.527987216,,,,,,,,,,,
3262,26,"If you can't withdraw funds, what should you do at an ATM?",0.55142191,,,,,,,,,,,
3263,26,I am having trouble withdrawing money from the ATM.,0.648262147,,,,,,,,,,,
3264,26,Why is my ATM withdrawal being declined?,0.643210944,,,,,,,,,,,
3265,26,I'm unable to access my funds through the ATM.,0.618925546,,,,,,,,,,,
3266,26,My attempt at withdrawing cash was denied by the machine.,0.563491355,,,,,,,,,,,
3267,26,The ATM prevented me from getting any cash out of my account.,0.654975295,,,,,,,,,,,
3268,26,Why can't I withdraw money from this particular ATM?,0.658697988,,,,,,,,,,,
3269,26,"There seems to be an issue with this ATM, as I am unable to withdraw any cash.",0.632739234,,,,,,,,,,,
3270,26,What could be causing the issue with my card when trying to get money from an ATM?,0.614469374,,,,,,,,,,,
3271,26,Can you please check if there are any problems with my account? I keep getting declined while attempting to withdraw cash.,0.569443003,,,,,,,,,,,
3272,26,I'm worried that there may be something wrong with my bank card since every time I try to take out cash it gets declined.,0.584654698,,,,,,,,,,,
3273,26,I am having trouble getting money out of my account even though I have enough funds.,0.450689421,,,,,,,,,,,
3274,26,My card is not allowing me to withdraw cash from the ATM.,0.660498024,,,,,,,,,,,
3275,26,Why can't I get any money from the ATM even though I have enough in my account?,0.602463392,,,,,,,,,,,
3276,26,I was unable to withdraw cash from multiple ATMs. Can you help me figure out why?,0.613878219,,,,,,,,,,,
3277,26,"For some reason, the ATM won't let me take out any money today.",0.647549327,,,,,,,,,,,
3278,26,Is there a problem with my account that is preventing me from withdrawing cash?,0.592852562,,,,,,,,,,,
3279,26,"I tried to take cash out of my account, but for some reason it didn't work.",0.560464735,,,,,,,,,,,
3280,26,Why won't the ATM allow me to withdraw funds like it did before?,0.667452397,,,,,,,,,,,
3281,26,My card is not working at ATMs and I need access to my funds. What's going on here?,0.588865284,,,,,,,,,,,
3282,26,What's causing my debit card to get declined during an attempted withdrawal?,0.520700418,,,,,,,,,,,
3283,27,The transfer was rejected due to insufficient funds.,0.572781704,,,,,,,,,,,
3284,27,My transfer request was declined without any explanation.,0.714712305,,,,,,,,,,,
3285,27,The bank declined my transfer without informing me of the reason.,0.609187296,,,,,,,,,,,
3286,27,I am unable to complete the transaction as it keeps getting declined.,0.521621248,,,,,,,,,,,
3287,27,The system is displaying a message saying that my transfer has been declined.,0.682819122,,,,,,,,,,,
3288,27,Can you please assist me in knowing why my recent transfers have been declining?,0.624787505,,,,,,,,,,,
3289,27,"My recent attempts at making a transfer have all resulted in them being declined, could you tell me what's going on?",0.709577614,,,,,,,,,,,
3290,27,"I don't understand why my transfers keep getting rejected, can you explain it to me?",0.633133766,,,,,,,,,,,
3291,27,"I keep receiving a ""decline"" notification whenever I try and process a money exchange.",0.436319713,,,,,,,,,,,
3292,27,It is frustrating when our planned transactions get cancelled by an unsatisfactory message stating 'transfer decline.',0.602459437,,,,,,,,,,,
3293,27,"I don't understand why, but every time I try to transfer it keeps declining.",0.544591473,,,,,,,,,,,
3294,27,What are some common reasons for a transfer to be declined?,0.640079804,,,,,,,,,,,
3295,27,I keep receiving a decline message when trying to make transfers.,0.644862477,,,,,,,,,,,
3296,27,Why does my transfer always get declined?,0.731150192,,,,,,,,,,,
3297,27,Could you please explain why my transfers have been getting declined recently?,0.718011757,,,,,,,,,,,
3298,27,Can you explain why my transfer was declined?,0.722772032,,,,,,,,,,,
3299,27,I received an error message stating my transfer was declined. Why is that?,0.732715956,,,,,,,,,,,
3300,27,My transfer didn't go through because it says it was declined.,0.722196938,,,,,,,,,,,
3301,27,Why is my payment getting consistently declined when I know I have enough funds?,0.428040964,,,,,,,,,,,
3302,27,"I'm not sure why the system said ""declined"" when processing a recent transaction.",0.506316038,,,,,,,,,,,
3303,27,What could be causing multiple transfers to be declined?,0.619114792,,,,,,,,,,,
3304,27,Why did the transfer get rejected with no explanation?,0.590760489,,,,,,,,,,,
3305,27,Can you provide more information as to why the transfer was cancelled or denied?,0.572055081,,,,,,,,,,,
3306,27,"My account balance shows sufficient funds, so why would a transaction be rejected?",0.463626959,,,,,,,,,,,
3307,27,What are some common reasons for transfers being declined?,0.645513537,,,,,,,,,,,
3308,27,"I received an email notification of a failed or ""declined"" transaction. Can you help me understand what went wrong?",0.501132549,,,,,,,,,,,
3309,27,Are there any specific steps I need to take in order to avoid having my transfers being constantly refused due to lack of authorization or other issues?,0.493507422,,,,,,,,,,,
3310,27,"I don't understand why my transfer was declined again, I made sure to double-check everything.",0.716362529,,,,,,,,,,,
3311,27,"My account has sufficient funds, so why was my transfer declined?",0.641575134,,,,,,,,,,,
3312,27,Could you please give me more details on why the transfer was declined?,0.660259345,,,,,,,,,,,
3313,27,I need assistance understanding what caused the decline of my recent money transfer.,0.53689844,,,,,,,,,,,
3314,27,"My previous transfers have gone through smoothly, so what could possibly cause this one to be declined?",0.72469855,,,,,,,,,,,
3315,27,What steps can I take to ensure my future transfers won't be declined?,0.609145574,,,,,,,,,,,
3316,27,I received an error message stating that my last transaction wasn't completed due to a decline. What went wrong?,0.530105722,,,,,,,,,,,
3317,27,It's frustrating that all of my attempts to make a transfer are met with a decline notice. Can you help me figure out why this is happening?,0.669578424,,,,,,,,,,,
3318,27,"I thought I had verified all the necessary information for the transfer, but it still got declined. What am I missing here?",0.684225782,,,,,,,,,,,
3319,27,"I've tried several different payment methods and they all keep getting rejected, what other options do I have for transferring money?",0.453453704,,,,,,,,,,,
3320,27,Why was my transfer request turned down?,0.635733645,,,,,,,,,,,
3321,27,My transfer has been declined for unknown reasons.,0.712833731,,,,,,,,,,,
3322,27,I don't understand why my transfer was declined.,0.712323355,,,,,,,,,,,
3323,27,What might be the reason behind the decline of my transfer?,0.62827996,,,,,,,,,,,
3324,27,Can you please review and explain why my transfer request was declined?,0.699460183,,,,,,,,,,,
3325,27,I'm confused as to what caused my transfer to get refused.,0.613686268,,,,,,,,,,,
3326,27,What are the possible explanations for a declined transfer?,0.638714982,,,,,,,,,,,
3327,27,Please give me more insight into why a transaction could be rejected.,0.503116845,,,,,,,,,,,
3328,27,Is there something specific that causes transfers to be denied?,0.564938485,,,,,,,,,,,
3329,27,"My transfer request keeps getting declined, and I'm not sure why.",0.711583302,,,,,,,,,,,
3330,27,The system keeps declining my transfers without providing an explanation.,0.614097645,,,,,,,,,,,
3331,27,"I keep receiving the message that my transfer has been declined, what can I do?",0.715919592,,,,,,,,,,,
3332,27,Do you know why my card is being declined for transfers?,0.685760866,,,,,,,,,,,
3333,27,"My transfer was refused by the recipient bank, what should I do now?",0.561596732,,,,,,,,,,,
3334,27,I received a notification that my recent transfer was denied. Can you tell me why?,0.619636647,,,,,,,,,,,
3335,27,Could you please assist me in resolving this issue of repeated declines on my transfer requests?,0.661489384,,,,,,,,,,,
3336,27,The merchant informed me they did not receive payment despite seeing a decline message. What happened to my funds?,0.47469987,,,,,,,,,,,
3337,27,I made multiple attempts at transferring funds but all were rejected without reason.,0.544656412,,,,,,,,,,,
3338,27,What options are available if your card gets declined repeatedly when attempting to make transfers?,0.559931965,,,,,,,,,,,
3339,27,"My transfer is being denied, and I'm not sure why.",0.614021952,,,,,,,,,,,
3340,27,"Every time I attempt to transfer funds, it gets declined – what's going on?",0.606011458,,,,,,,,,,,
3341,27,What could be causing my transfers to keep getting rejected?,0.607429781,,,,,,,,,,,
3342,27,"I've been trying to make a purchase, but my card keeps getting declined – why?",0.471852708,,,,,,,,,,,
3343,27,Why did the system decline my transfer request?,0.631758175,,,,,,,,,,,
3344,27,My recent transfer was rejected for some reason– can you explain what happened?,0.641628034,,,,,,,,,,,
3345,27,"What can I do about the ""decline"" message on my account when I try to make a transfer or payment?",0.616013522,,,,,,,,,,,
3346,27,"For some reason, all of my transactions are being declined – can you tell me why that might be happening?",0.522898305,,,,,,,,,,,
3347,27,My attempts to move money from one account to another have been unsuccessful– any idea why?,0.46456626,,,,,,,,,,,
3348,27,Can you help me understand what caused my recent transfers and purchases to fail?,0.54588661,,,,,,,,,,,
3349,27,"I received an error message when trying to transfer funds, can you help me resolve this?",0.470529742,,,,,,,,,,,
