,class,text
1482,41,I can't find my card! Can you help?
1483,41,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP."
1484,41,Help! I lost my card!
1485,41,My card is missing.  Please help.
1486,41,I think that my card has been stolen!
1487,41,My card was stolen
1488,41,A fee shouldn't apply to me if my card was stolen.
1489,41,"My card has been stolen. I reported it with the police, but I need to report it with you as well."
1490,41,Can you tell me the status of my new card?
1491,41,My card has been stolen what do I do?
1492,41,"I can't find my card, it is lost."
1493,41,My card is lost!  Please help me!
1494,41,I believe that my card has been stolen!
1495,41,What should I do if I think my card was stolen?
1496,41,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.
1497,41,"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?"
1498,41,My bag got stolen with all my cards. Can you please cancel my card and send a new one?
1499,41,I think my card is stolen!
1500,41,"Help!  I fear that my card was stolen,"
1501,41,Someone stole my card!
1502,41,Are you able to guide me to my card's location?
1503,41,How can I report that my card was stolen? I made a police report first.
1504,41,My card is missing!  Help!
1505,41,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?"
1506,41,Could you please freeze my card immediately?
1507,41,"i need help, i lost my card"
1508,41,What can I do if I lost my card?
1509,41,I think that the card is stolen.  What are my next steps?
1510,41,What do I do if my card is stolen?
1511,41,My card is stolen.  Help!
1512,41,I lost track of my card
1513,41,Report stolen card
1514,41,Help!  My card is stolen.
1515,41,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?"
1516,41,I have lost my card! What is my next step?
1517,41,My card has been lost! help!
1518,41,What do I do if my card has been lost or stolen?
1519,41,Help Me!  I lost my card.  What should I do?
1520,41,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.
1521,41,Who can I speak with regarding a lost card?
1522,41,My card has gone missing.
1523,41,oh my god I lost my card! what should I do?
1524,41,I can't find my card!  What should I do?
1525,41,What is the first step that I should take after my card has been stolen?
1526,41,I seem to have lost my card.
1527,41,My card was stolen. What do I need to do?
1528,41,Someone took my card without permission
1529,41,I lost my card n need a new one.
1530,41,My card has been lost / stolen
1531,41,I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?
1532,41,Please help me.  My card is missing.
1533,41,"I lost my card, what do I do now?"
1534,41,I need to order a new card as my other one was stolen.
1535,41,I think someone stole my card because I can't find it.
1536,41,What are the steps I need to do if I have a stolen card?
1537,41,I cant find my card.
1538,41,I think my card is lost.  What do I do?
1539,41,What should I do if my card is stolen?
1540,41,How do I deactivate a stolen card?
1541,41,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away."
1542,41,Someone took my card without my permission.
1543,41,Need help with a stolen card.
1544,41,"help, lost my card"
1545,41,What do I do if my card was stolen.
1546,41,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?
1547,41,My card is missing.
1548,41,How do I report my card as lost or stolen?
1549,41,Is there any way for you to find my card?
1550,41,I've lost my card. What can I do about that?
1551,41,I left my card at a restaurant and now its missing.
1552,41,Can you help me retrieve my card?
1553,41,I lost my card. Can you help me?
1554,41,What should I do?  My card has been stolen!
1555,41,My card was stolen last night.
1556,41,Could you assist me in finding my lost card?
1557,1,I want to open an account for my children
1558,1,How old do you need to be to use the banks services?
1559,1,Whats the minimum age to have an account
1560,1,Can my children open an account?
1561,1,How old do I need to be?
1562,1,What are age requirements for opening an account?
1563,1,Is there any age limit?
1564,1,We want to start a college fund for my daughter.
1565,1,Hold old do my kids have to be to use the service?
1566,1,Can I start an account for my kids?
1567,1,How old does my daughter have to be to open an account?
1568,1,What is minimum age for an account?
1569,1,What is needed for my daughter to open an account?
1570,1,What about my children?
1571,1,What is the process for setting up and account for my child?
1572,1,Is there an age limit to open an account
1573,1,How old do my kids have to be use this?
1574,1,Can I make an account for my kids?
1575,1,I'd like to open an account for my kids can I do that?
1576,1,Would it be possible to open up an account for children?
1577,1,Do you have any age limit?
1578,1,If I want my son to have his own account is that possible?
1579,1,Could I open an account for children?
1580,1,What does my daughter need to open an account?
1581,1,Can my children get an account?
1582,1,What is the age limit for an account?
1583,1,What age do you have to be?
1584,1,What is the appropriate age for my child to be able to open an account?
1585,1,How do I open an account for my children?
1586,1,What are the requirements to open an account for a minor?
1587,1,are there age requirements
1588,1,Is there an age limit for opening an account?
1589,1,Can my 8 year old grandson open an account at the bank?
1590,1,What is the minimum age required to open an account with your service?
1591,1,"If I want to get an account for my daughter, can I do that?"
1592,1,How old do you have to be to open an account?
1593,1,I have young kids. Can they use this service?
1594,1,Do you have an age limit?
1595,1,How old do you have to be?
1596,1,Could my daughter open an account?
1597,1,Can I open an account for my children?
1598,1,What would the age limit be?
1599,1,What are the age requirements for service?
1600,1,I am 16 and just started working at McDonalds can I deposit my checks at your bank?
1601,1,Is there a possibility to open an account for my sons and daughters?
1602,1,Is there an age limit to get an account?
1603,1,what is the age limit for opening a new account
1604,1,Is my daughter eligible to open an account?
1605,1,How do I set up an account for my children?
1606,1,May I get an account for my daughter?
1607,1,What is the minimum age limit?
1608,1,How old must I be to open an account?
1609,1,What is the age limit?
1610,1,Can my children have an account?
1611,1,Is there any way I could open an account for my daughter?
1612,1,Can I get an account for my daughter?
1613,1,How old do you need to be to open an account?
1614,1,Do you offer account services for children and teens?
1615,1,From which age can my kids use your service?
1616,1,What is the youngest age for an account?
1617,1,I have kids and I'm curious at what age could they start to use your service.
1618,1,At what age can I open an account?
1619,1,I'd like to open an account for my children. How can I do that?
1620,1,Can I open up an account for my child?
1621,1,Is there a limit for age?
1622,1,How can I open an account for my children?
1623,1,Do you have a children account available?
1624,1,At what age can my children use your service?
1625,1,I want to open an account for my child.
1626,1,At what age can a person open an account?
1627,1,How old do kids have to be to open an account?
1628,1,What is your age limit?
1629,1,How old do my kids need to be to use your service?
1630,1,I would like to get an account for my child.
1631,1,Would I be able to open an account for my daughter?
1632,1,Can my teenager have an account?
1633,1,What age do you have to be to open an account?
1634,1,How old do my kids need to be to open an account?
1635,1,As my kids get older are they able to get set up with their own accounts?
1636,1,Is there an age limit to when my child can use these services?
1637,1,How many years old do I have to be?
1638,1,Do you have a limit for someone's age?
1639,1,Do you have any accounts for children ?
1640,1,Can my daughter make an account?
1641,1,"I need to set up an account for my daughter, how would I do that?"
1642,1,How old can one use your service?
1643,1,Do you have to be 18 to make an account?
1644,1,Would I be able to get an account for my child?
1645,1,Can I get an account for my son?
1646,1,DO I have to be 18 to open an account?
1647,1,Am I allowed to get an account for my daughter?
1648,1,My daughter needs to open account.
1649,1,Can I open an account for my offspring?
1650,1,Do you offer account's for minors?
1651,1,What are the age limits for your service?
1652,1,How old do you need to be to have an account?
1653,1,How old does my daughter need to be to have her own account?
1654,1,"My son has just turned 13, is he old enough for an account?"
1655,1,Do you guys have any age restrictions?
1656,1,Is there a minimum age for having an account?
1657,1,How old does one need to be?
1658,1,My daughter needs an acount.
1659,1,What is the age requirement?
1660,1,Is there a certain age I need to be?
1661,1,Is my child too young to sign up?
1662,1,Am I able to open an account for my children?
1663,1,Can I make an account for my daughter?
1664,1,What's the youngest I can be to open an account?
1665,1,Do you have an age requirement when opening an account with your service?
1666,1,Is it possible for me to set up separate accounts for my kids?
1667,49,I have exceeded the number of PIN attempts
1668,49,I mistook my pin and now I am locked.  Can you unlock me?
1669,49,Please help me unblock my pin which I put the wrong one too many times.
1670,49,Help me unblock my account.  I entered the PIN wrong too many times.
1671,49,"I locked myself out of my account, how do I unblock my PIN?"
1672,49,My PIN tries have run out. Now what?
1673,49,Can I reset my PIN if it is blocked?
1674,49,"After inputting the wrong pin too many times, can you now help me unblock my pin?"
1675,49,Where do I find PIN for my card?
1676,49,Can someone help me unblock my pin?
1677,49,I attempted to enter my pin to many times.
1678,49,I forgot my PIN and now it is blocked.
1679,49,Can someone assist me with explaining how I can unblock my pin?
1680,49,"My pin needs unblocking, unblock it please?"
1681,49,What do I have to do to get my PIN unblocked?
1682,49,I tried my PIN too many times and now my card won't work!
1683,49,I entered a wrong PIN too many times. How can I fix this?
1684,49,How can I unblock my PIN?
1685,49,When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?
1686,49,I cannot try my PIN anymore.
1687,49,What's the web address to unblock my pin?
1688,49,How do I make my PIN work again?
1689,49,What steps do I take to unblock my PIN?
1690,49,My PIN was entered wrong and now I am blocked.  Please unblock.
1691,49,Can I use app to unblock my card?
1692,49,I tried the wrong PIN too many times.
1693,49,Help me unblock my PIN.
1694,49,Can I unblock my PIN in the app?
1695,49,How can I get my PIN unblocked?
1696,49,I forgot my PIN number.
1697,49,I tried entering my pin several times incorrectly. Why isn't my pin working?
1698,49,I need my PIN unlocked.
1699,49,I can't input my pin again.
1700,49,How do I take a block off my card?
1701,49,Will you help me unblock my pin after putting in the wrong pin too many times?
1702,49,What do I do if I forgot my PIN?
1703,49,What is the process for unlocking the pin?
1704,49,How do I go about unlocking a pin?
1705,49,"I enetered the wrong information, I need my account unblocked How do I do that?"
1706,49,"My PIN is locked, how do I unlock it?"
1707,49,I entered in the wrong PIN.  Please help me unlock my account.
1708,49,"If my PIN number is rejected, how do I solve it?"
1709,49,Why was my PIN blocked?
1710,49,"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?"
1711,49,Where can I go to get my PIN unblocked?
1712,49,What is the procedure of unblocking my PIN?
1713,49,I accidentally exceeded my PIN tries.  Please advise.
1714,49,"I logged in wrong and am blocked, how do I log in?"
1715,49,"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?"
1716,49,Can you unblock my blocked pin?
1717,49,How can I reset my darned PIN number?
1718,49,"My PIN is unlocked, what do I do?"
1719,49,My account is locked because I used the wrong pin too many times.  Please help.p
1720,49,"My PIN can't access my card, can you help?."
1721,49,"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?"
1722,49,"
How do I unblock my PIN?"
1723,49,What happens if I forget my PIN?
1724,49,I put the wrong pin too many times and now it is blocked. Can you help me unblock it?
1725,49,I managed to drunken block my card :(( Help!
1726,49,Why is my PIN blocked?
1727,49,I used my pin too many times.
1728,49,My PIN has been blocked.
1729,49,"My card got blocked, how do I reset?"
1730,49,"My PIN number was incorrect, and I can't access it."
1731,49,Is there a way to reset my PIN?
1732,49,What do I do if I have exceeded all my PIN tries?
1733,49,How do I get unblocked?
1734,49,"I blocked my card by mistake, how do I unblock it?"
1735,49,What should I do if I exceed my PIN tries?
1736,49,How come I got blocked for entering wrong pins?
1737,49,What should I do if I have used all of my PIN tries?
1738,49,My PIN isn't working.
1739,49,I forgot what my pin number is and now am blocked can you help me get in?
1740,49,Where am I able to get my PIN unblocked?
1741,49,I forgot my pin and am blocked now. Can I reset it somewhere?
1742,49,I must have entered my PIN wrong.
1743,49,I am locked out from entering my pin.
1744,49,What do I do to unblock my PIN?
1745,49,I entered my pin wrong  too many times.
1746,49,"I have used all my PIN tries, what now?"
1747,49,Where do I go to unblock my PIN?
1748,49,What if I type in the wrong PIN too many times?
1749,49,What do I do if my PIN was blocked?
1750,49,Can I unblock my pin using the app?
1751,49,How many times can I enter a wrong PIN before it is blocked?
1752,49,My PIN was blocked.
1753,49,I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?
1754,49,I have exceeded all my PIN tries
1755,49,How to unblock my PIN?
1756,49,How many incorrect attempts cause card to be blocked?
1757,49,Guide me on how to unblock my PIN
1758,49,"Would you please unblock my pin? I don't know why, but it's blocked."
1759,49,I have used all of my PIN tries. What should I do now?
1760,49,Is there a number to call to get my pin unblocked?
1761,49,"My PIN seems to be blocked, help me access it?"
1762,49,How do I unblock my card?
1763,49,I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.
1764,49,I cannot use my PIN.
1765,49,"My PIN got blocked, help."
1766,49,Where do I unblock my PIN?
1767,49,"I am blocked now because I entered the wrong pin, need help."
1768,49,"My PIN has been blocked, what should I do?"
1769,49,Too many times I entered the incorrect PIN.  How can I get my account unblocked?
1770,49,My account is blocked because I entered the wrong pin too many times.  Help me unblock.
1771,49,I entered the wrong pin too many times and now I think it's blocked. What do I do?
1772,49,"I was blocked by using the wrong pin too many times, can you help me?"
1773,49,"My PIN is not working, can you help?"
1774,49,How do I unlock my account after typing in the wrong PIN too many times?
1775,49,I entered the pin incorrectly too many times and now it is blocked. Can you help?
1776,49,Can you unblock my pin because I put the wrong one too many times.
1777,49,I need a new PIN number.
1778,49,Can you unblock my account?  I entered the PIN wrong.
1779,49,I tried my PIN too many times
1780,49,I punched in the wrong pin too many times and I'm locked out.
1781,49,I can't figure out how to unblock my pin number. Can you help me?
1782,23,Should i uninstall the app before i try it again?
1783,23,How come when I tried to pay contactless at the bus it didnt work?
1784,23,Why is my contactless not working?
1785,23,My contactless payments don't work.
1786,23,how many days processing new card?
1787,23,I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?
1788,23,Would reinstalling the app solve the problem?
1789,23,I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?
1790,23,What do I have to do to get the contactless to work?
1791,23,The terminal I paid at wouldn't take my card. Is something wrong?
1792,23,Why wasn't my contactless accepted at the metro?
1793,23,Can I make a contactless payments?
1794,23,I can't get a contactless payment to work.
1795,23,Contactless payments need to be enabled for my card.
1796,23,Help me to set up contactless payments.
1797,23,My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?
1798,23,I'm confused ass to why my contactless is not working.
1799,23,I need help fixing my contactless. It's not working anywhere I go today.
1800,23,The contactless payments are not working.
1801,23,how to get new card?
1802,23,How do I troubleshoot my contactless?
1803,23,How can I fix my contactless?
1804,23,Any charges applicable for new card?
1805,23,I have a contactless that's broken.
1806,23,My contactless is non-functional.
1807,23,How can i get new card?
1808,23,My contactless stopped working today no matter where I try to use it. How do I get it to start working again?
1809,23,How do I troubleshoot when contactless doesn't work?
1810,23,How can I fix my card if the contactless function didn't work this morning?
1811,23,"I was trying to use contactless earlier, but it didn't work."
1812,23,Why wouldn't my contactless work for the metro?
1813,23,Are my contactless settings correct? I tried to use it today but it wasn't working.
1814,23,I am having problems with my contactless.
1815,23,"I am having issues using contactless payments, could my card be damaged?"
1816,23,"What is the reason when I tried to pay contactless at the bus, it didnt work?"
1817,56,Is there a top up fee for transfer?
1818,56,Will there be a charge for topping up by account with a SEPA transfer?
1819,56,What are the charges for receiving a SEPA transfer?
1820,56,Is there a charge for SEPA transfers?
1821,56,Will I be charged a fee for a SEPA transfer?
1822,56,What is the fee to top-up my account
1823,56,Will you guys charge me for topping up by transfer?
1824,56,Can you tell me the cost of a transfer?
1825,56,Do you receive SWIFT transfers?
1826,56,What is the charge for receiving a SEPA transfer?
1827,56,Will I receive all the money sent to my account by SEPA transfer?
1828,56,Am I going to see a charge for a SEPA transfer?
1829,56,Can I do a SWIFT transfer?
1830,56,What would I be charged in receiving a SEPA transfer?
1831,56,How much is it to receive money?
1832,56,Is there a charge for using transfers for top ups?
1833,56,"If someone sends me money, will I be charged?"
1834,56,Do you accept SWIFT transfers?
1835,56,Am I charged for receiving money?
1836,56,Will I be charged for topping up by transfer?
1837,56,Will I be charged any fee for receiving money?
1838,56,Are there fees for receiving a SEPA transfer?
1839,56,Is there a fee to top up by bank transfers?
1840,56,Do you offer SWIFT transfers?
1841,56,Will I be charged for a top off transfer?
1842,56,Will I be charged for receiving money?
1843,56,To receive money are there charges?
1844,56,Will there be a charge when money is added to my account?
1845,56,What are the fees associated with top up via transfer?
1846,56,Can I use SWIFT transfers?
1847,56,How much does a transfer cost?
1848,56,Is there a fee for a SEPA transfer
1849,56,why do you charge for transfers?
1850,56,Is there a fee to make a transfer?
1851,56,What is the charge to make a transfer
1852,56,"If I were to transfer, what would the cost be?"
1853,56,Does it cost anything to transfer money for a top-up?
1854,56,Will I be fined for topping up by transfer?
1855,56,what is the price of a transfer?
1856,56,If I top-up by using a trasfer are there charges that applied?
1857,56,Do I get charged if I get money?
1858,56,Would I be able to use SWIFT transfers?
1859,56,Are there any charges for receiving money?
1860,56,how much will I be charged for making a transfer?
1861,56,For topping-up is there a charge?
1862,56,Can I transfer money using the SWIFT service?
1863,56,Is there a charge for transfers?
1864,56,is there a fee for swift transfer
1865,56,How much does it cost to top up by transfer?
1866,56,What are the fees for using transfer to top off my account?
1867,56,Do you charge anything for topping up?
1868,56,Are SWIFT Transfers available at this bank?
1869,56,"If I were to do a transfer, what is the rate for that?"
1870,56,How much do I need to pay for a transfer?
1871,56,Is there a charge for getting my money?
1872,56,Does this program take SWIFT transfers?
1873,56,What does it cost to receive a SEPA transfer?
1874,56,How much will it be in order to pay with a bank transfer using SEPA?
1875,56,Will there be a fee if I receive a SEPA transfer
1876,56,Am I charged if I make a top-up?
1877,56,do you have a fee for receiving a SEPA transfer?
1878,56,What does a transfer cost?
1879,56,Am I able to do a SWIFT transfer with you?
1880,56,Is a SWIFT transfer acceptable?
1881,56,Will I be charged for adding money by transfer?
1882,56,How much will it cost me for a SEPA transfer?
1883,56,How much would it cost me if I transfer?
1884,56,What should I expect to be charged on a SEPA transfer?
1885,56,What is the cost of a transfer?
1886,56,"I want to top up my account by a bank transfer, but will I be charged?"
1887,56,Am I able to do a SWIFT transfer?
1888,56,Are you aware of any charges for receiving money?
1889,56,Are SWIFT transfers supported?
1890,56,Is there a charge for receiving money?
1891,56,Can I transfer using SWIFT?
1892,56,Am I going to be charged for receiving  money?
1893,56,What are the additional charges for a SWIFT transfer?
1894,56,Does it cost me anything to top up my account via bank transfer?
1895,56,How much does it cost to make transfers?
1896,56,How much would it cost me for a bank transfer to top up my account?
1897,56,Do you take SWIFT transfers?
1898,56,Is there a fee for topping off by transfer?
1899,56,Will I be charged for receiving the money?
1900,56,"For SEPA transfers, what kind of charge will be applied?"
1901,56,Are there topping up fees if I have to transfer?
1902,56,Am I going to be charged for topping up by transfer?
1903,56,What is the handling fee for transfer?
1904,56,Does it cost me to add cash?
1905,56,Do I get charged if I am receiving money?
1906,56,Are you going to charge me to collect the money?
1907,56,Can I Transfer from SWIFT?
1908,56,what is the fee for a transfer into my account
1909,56,Do I pay a fee for SEPA transfers?
1910,56,Is there a cost to receive money?
1911,56,"I'd like to make a SEPA transfer to my account, but will I be charged?"
1912,56,Can third party fees affect a transfer?
1913,56,Do you charge for transfers?
1914,56,Will I be charged for topping up my account using a bank transfer?
1915,56,How much would I be charged for a transfer?
1916,56,Is there a top up fee?
1917,56,are SWIFT transfers an option?
1918,56,How much does it cost to do a transfer?
1919,56,"If I top up by transfer, am I going to be charged?"
1920,56,What are the charges for recieving SEPA transfers?
1921,56,Are there any fees associated with receiving money?
1922,56,How much does each transfer cost?
1923,56,Is there any fees associated with receiving money with this account?
1924,56,Will I be charged to top off my account?
1925,56,What kind of fee is there to top-up my account?
1926,56,Do you process SWIFT transfers?
1927,56,I want to do a swift transfer
1928,47,How long does a top-up take to go through?
1929,47,I am under the impression that my top up is still pending
1930,47,How long will it take for my money to be deposited?
1931,47,i put money on my card and i dont see it on the balance
1932,47,I have a top-up that's still pending and wanted to know about it.
1933,47,"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?"
1934,47,Why is my top up not completing?
1935,47,What if my top up doesn't go through?
1936,47,"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money"
1937,47,Says that my top-up is incomplete?
1938,47,It appears my top-up is still pending.
1939,47,My top up did not go through yet.
1940,47,Seems like my top-up has not gone through
1941,47,How long will my top-up stay pending?
1942,47,I think my top up is still pending?
1943,47,"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending"
1944,47,why isn't my top-up going through?
1945,47,I topped up but it isn't in my account
1946,47,When will my top-up happen?
1947,47,"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?"
1948,47,What is the reason my top-up is still pending?
1949,47,how long does it take to reflect in my balance a top up
1950,47,My top-up is taking a while to process!
1951,47,My top up is incomplete.
1952,47,My top-up funds aren't available yet.
1953,47,Why hasn't my top-up finished pending yet?
1954,47,Where are my funds? I topped off my car but it didn't seem to complete.
1955,47,"I tried to top up, but the funds show up as pending. I thought it was instant?"
1956,47,"I tried to top up, but it didn't finish."
1957,47,Should my top-up be completed by now?
1958,47,My top up did not complete.
1959,47,Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?
1960,47,"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?"
1961,47,When will my top up be approved?
1962,47,My top-up didn't go through; it still says pending. What's up with that?
1963,47,I can't find the money I just added to my account.
1964,47,What does it mean if my top-up has not gone through?
1965,47,"My top up hasn't gone through yet, why?"
1966,47,I've been waiting for a top up to come through for over an hour and I need the funds now.
1967,47,"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?"
1968,47,I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.
1969,47,My account is  new  why can I  not top up
1970,47,"Help, I don't see my money i just added."
1971,47,What happened to my Top-Up? It's not reflected.
1972,47,"I'm waiting on a top-up, its still pending"
1973,47,I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.
1974,47,"Needed gas, been delayed for half an hour.Please fix it!"
1975,47,Yesterday I topped up my card. Why didn't it complete as it still pending?
1976,47,Tell my why my top-up is pending.
1977,47,How long should I wait for top up go go through ?
1978,47,Top-up is loaded into the card and no update.
1979,47,My top-up seems to be pending for a long time?
1980,47,"I already paid to top-up but the funds aren't available yet, where are they?"
1981,47,What do I do if my top-up has not gone through?
1982,47,My top-up hasn't gone through
1983,47,Is my top up not working?
1984,47,My top up is pending still
1985,47,Why has my top up not gone through yet?
1986,47,"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?"
1987,47,My top up says it is still pending
1988,47,I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.
1989,47,How long does it take for my top up to clear?
1990,47,how long should i expect to wait when i add money
1991,47,I'm still waiting for the top-up!
1992,47,Is there a problem with the top up system? My transaction hasn't gone through properly
1993,47,How long will my top-up be pending?
1994,47,I believe my top up is still pending
1995,47,Why hasn't my top up gone through?
1996,47,Why is  my  top  up for  my  new account  not  instant
1997,47,My money hasn't been deposited yet. When will it be?
1998,47,I'm still waiting for my top-up to go through
1999,47,How long after a failed topup will funds refurn to account
2000,47,My top is still pending.
2001,47,My top-up hasn't happened yet.
2002,47,Has my top up gone through?
2003,47,How long does it take for a top-up?
2004,47,I used my card to top up but it's saying it is still pending. What does this mean?
2005,47,When will my top-up go through?
2006,47,How long does it take for a top up to go through
2007,47,i have a pending top-up
2008,47,Why is the top-up I made still pending.
2009,47,My top-up is still pending
2010,47,My top up is still pending
2011,47,My top-up is taking a very long time to complete.
2012,47,I do not think the pop up went through yet.
2013,47,how long are my top ups pending
2014,47,Did I do something incorrectly? Where is my top-up?
2015,47,Why hasn't my top-up gone through?
2016,47,Should my top up still be pending?
2017,47,top up is still pending
2018,47,I have been waiting for my top-up to complete and it still hasn't gone through.
2019,47,Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?
2020,47,Please explain why my top-up hasn't been processed yet?
2021,47,Why can't I see my funds after I topped up?
2022,47,My top up hasn't gone through
2023,47,I'm pretty sure my top up is still pending.
2024,47,When will my top-up be completed?
2025,47,"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?"
2026,47,"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?"
2027,47,How long do top-ups take to go through
2028,47,I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.
2029,47,"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?"
2030,47,There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!
2031,47,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?
2032,47,My top-up appears to be pending.
2033,47,Is there a reason that my top-up is still pending?
2034,47,why is top up pending
2035,47,"I topped-up my account, but I don't think it went through."
2036,47,The top-up is broken.
2037,47,"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me."
2038,47,Why is my top-up pending?
2039,47,"How come my top-up didn't go through instantly, like it usually does?"
2040,47,It's been some time since refilled the top-up.
2041,47,I added money to the card but the transaction didn't go through
2042,47,How long do I need to wait til my top up isn't pending?
2043,47,top up not completed
2044,47,It appears my top-up has not gone through.
2045,47,"Even though I added money ey to the card, I couldn't use it"
2046,47,How long does it take for a top up to be approved?
2047,47,How do I make my top up complete?
2048,47,What is taking so long with my top up?
2049,47,When will my top up be applied?
2050,47,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.
2051,47,I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?
2052,47,How long does my top up pending last?
2053,47,"I topped up last night but don't have any funds, why not?"
2054,47,How long should it take for my top-up to finish? I've been waiting a while.
2055,47,Is there a reason my top-up has not gone through?
2056,47,Problem with my top up going through
2057,47,How do I know if my top-up went through?
2058,47,Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.
2059,47,Can you tell me why my pop-up is still pending?
2060,47,"new customer and filling gas for the first time today, not working,"
2061,47,What's taking my top-up so long?
2062,47,What is wrong with my top-up?
2063,47,When will my top up process?
2064,47,Can you explain to me why a top-up would still be pending?
2065,47,How long will it take for my top up to work? It's still pending
2066,47,Isn't my top-up supposed to mean its complete?
2067,47,What is the reason that my top-up is still pending?
2068,47,When will my top up go through?
2069,47,Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.
2070,47,My top-up has not posted.
2071,47,I made a top up yesterday but it's still pending.
2072,47,"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this."
2073,47,I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do?
2074,47,I'm not certain my top-up went through yet.
2075,47,I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.
2076,47,Where to check top ups pending?
2077,8,Cancel a transaction
2078,8,Am I able to cancel a transfer I just made
2079,8,"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!"
2080,8,I made a mistake this morning when I did a transfer. How do I reverse it?
2081,8,Can I cancel a transaction?
2082,8,"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?"
2083,8,How do I revert a transaction?
2084,8,I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.
2085,8,How do i cancel a charge?
2086,8,"I didn't want to make a transaction, I want to revert it"
2087,8,Is there a way to undo a transaction?
2088,8,"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?"
2089,8,I would like help to revert a transaction I did this morning
2090,8,Please help revert my transaction from this morning.
2091,8,Is there any way to cancel my transfer
2092,8,I messed up a transfer and need to reverse it.
2093,8,"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through."
2094,8,I made a mistake and performed a transaction on the wrong account!
2095,8,I want to revert a transaction I did this morning
2096,8,I need to change a transfer.
2097,8,How do I cancel a transaction?
2098,8,I need to cancel a transaction please!
2099,8,I want to revert a transaction I did
2100,8,"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow."
