,id,class,text,kazakh
973,973,18,"An error message appeared on the screen after I inserted my debit card into an ATM, and now it's stuck inside.","Дебет картамды банкоматқа енгізгеннен кейін экранда қате хабарламасы пайда болды, ал қазір ол ішіне жабысып қалды. "
974,974,18,"The machine ate my credit card, how do I get it back?","Машина менің кредиттік картамды жеп кетті, оны қалай қайтарып аламын? "
975,975,18,Why did the cashpoint keep hold of my debit card after making a withdrawal?,"Неге ақшаны ақшаға түсірген соң, банк картасын ұстап қалды? "
976,976,18,My plastic money is stuck in the hole of automatic banking system.,Менің пластикалық ақшам автоматты банктік жүйедегі тесікке жабысып қалған. 
977,977,18,I failed to retrieve my bankcard after conducting a transaction with an auto-teller.,Авто-сөзгермен операция жасағанымнан кейін банктік картамды алуда сәтсіздікке ұшырадым. 
978,978,18,What are the reasons why an ATM can swallow your credit card?,Банкоматтың кредиттік картаңызды жууына не себеп? 
979,979,18,Is there any way to prevent an ATM from swallowing my debit card?,Банкоматтың менің дебет картамды жуудан сақтайтын қандай да бір тәсіл бар ма? 
980,980,18,The cash dispenser stole my bank card!,Ақша таратушы менің банктік картамды ұрлап алды! 
981,981,18,The bank machine took and kept my debit card.,"Банктің машинасы менің дебет картамды алып, сақтап қалды. "
982,982,18,The money dispenser ate up my card and won't give it back.,"Ақша таратушы менің картамды жеп, қайтарып бермейді. "
983,983,18,Why did the cashpoint take and retain possession of my payment method?,Неге ақшалай банктің менің төлем әдісімді ұстап қалуы керек? 
984,984,18,I'm frustrated that the automated teller kept hold of my chip-and-PIN.,Автоматты кассаның менің шип-мен-пиномды ұстап алғаны мені мазалайды. 
985,985,18,Help! My bank account is inaccessible because of a seized EFTPOS/money-card!,Көмекші! Менің банктік шотым EFTPOS/ ақша картасы үшін қолға алынбайды! 
986,986,18,It's irritating when you are unable to withdraw your own money from an automatic banker.,Банкирдің автоматты банкирінен өз ақшаңызды ала алмайтын кезде бұл ашуландырады. 
987,987,18,My magnetic stripe-embedded payment system was caught by an unresponsive cash-dispensing apparatus.,Магниттік жолақты жүйеге салынған төлем жүйесімді ақшаны таратушы аппарат ұстады. 
988,988,18,There's no worse feeling than being stranded without your credit/debit instrument due to its retention by a self-operated teller device.,Өздігінен жұмыс істейтін касса құрылғысы арқылы сақталған кредиттік/дебиттік құралсыз қалғанынан гөрі жаман сезім жоқ. 
989,989,18,The hard case occurred where the digital banking outlet confiscated one’s valid monetary token.,"Қиын жағдай, цифрлық банкінің заңды ақша белгісін тартып алған жағдайда болды. "
990,990,18,"Sometimes, there just seems no logical reason why automated banking terminals take away someone’s usable financial tool in their possession.",Кейде автоматтандырылған банктік терминалдар біреудің қолданатын қаржы құралын алып тастауға ешқандай логикалық себеп жоқ сияқты. 
991,991,18,My credit card got stuck in the cash dispensing machine. What do I do?,Кредиттік картам ақшаны тарату машинасына жабысып қалды. Не істеу керек? 
992,992,18,The cash dispenser swallowed up my Visa Card. How do I get access to another one?,Ақша таратушы менің Visa картамды жұтып жіберді. Басқасына қалай қол жетімді боламын? 
993,993,18,"When your Debit Card is trapped inside a Bank Machine, what measures should be taken?",Дебет картаңыз банк машинасына кіргенде қандай шаралар қабылдануы керек? 
994,994,18,"If an ATM eats my card, will my bank send me a new one automatically?","Егер банкомат менің картамды жеп алса, банкім маған автоматты түрде жаңасын жібере ме? "
995,995,18,Why do ATMs occasionally fail to return cards after transactions are complete?,Неліктен банкоматтар кез-келген операция аяқталғаннан кейін карталарды қайтарып бере алмайды? 
996,996,18,"If an ATM swallows my credit or debit card, what precautions should I take to protect myself from fraud?","Егер банкомат менің кредиттік немесе дебет картамды жуса, өзімді алдамшылықтан қорғау үшін қандай шаралар қабылдауым керек? "
997,997,18,What are some common reasons why ATMs eat cards and how can they be prevented?,Банкоматтардың карталарды жеуінің кейбір себептері қандай және оларды қалай болдырмау керек? 
998,998,18,Can a bank stop unauthorized transactions on a lost or stolen card that was swallowed by an ATM?,Банктiң банкоматтың иесiнен жоғалған немесе ұрланған картасы бойынша рұқсатсыз транзакцияларды тоқтата ала ма? 
999,999,18,How soon can I get a replacement credit or debit card if it has been eaten by an automated teller machine?,"Егер автоматты касса машинасы оны жеп алған болса, мен қанша уақыттан кейін басқа кредиттік немесе дебет картасын аламын? "
1000,1000,18,Is there anything else that needs to be done besides reporting the loss of a swallowed credit/debit/ATM-only-card?,Ашылған кредиттік/дебет/ATM-мен ғана байланысты картаның жоғалғанын хабарлаудан басқа тағы бір нәрсе қажет пе? 
1001,1001,18,I need to retrieve my bank card from inside a cash machine.,Банктік картамды кассадан алу керек. 
1002,1002,18,Can you assist me with recovering the plastic that was eaten by the cash point?,Ақшасы жеген пластикті қалпына келтіруге көмектесе аласыз ба? 
1003,1003,18,I am in need of guidance on how to get back my stuck credit/ATM/debit/swipe/magnetic/EMV chip/NFC enabled/passbook/virtual/ contactless/prepaid/bank/store/Diners Club/JCB/American Express/discover/JCB/CUP/RuPay/Visa/Mastercard UnionPay/Payoneer/Greendot/Walmart MoneyCard/paper money/plastic /metal/biometric signature/smart/PIN accessed/travel/hotel/key/fuel/school/library/Bank ID/access/id cards that was held up in the auto-banker.,Мен қасақалған кредитімді /ATM/дебет/суайп/магниттік/ЭМВ-чипімді/NFC-қа мүмкіндік берілген/паспорт/виртуалды/контактсыз/ алдын ала төленген/банк/дүкен/Динаерлер клубы/JCB/American Express/discover/JCB/CUP/RuPay/Visa/Mastercard UnionPay/Payoneer/Greendot/Walmart MoneyCard/қағаз ақша/пластик/металь/биометриялық қолтаңба/ақыллы/ПИН-қа қол жеткізу/саяхат/отел/кілт/жағар май/мектеп/китапхана/банк ID/келiс/идентификациялық карталары/автобанкерде ұсталған карталарды қалай қайтару туралы нұсқаулық қажет. 
1004,1004,19,I don't understand why there's an extra fee for using the ATM to get money.,Ақша алу үшін банкоматты пайдалану үшін неліктен қосымша ақы төленеді деп түсінбеймін. 
1005,1005,19,Why has there been a change in policy with regard to adding fees to ATM withdrawals?,АТМ-да ақшаны алу үшін алымдарды қосуға қатысты саясат неге өзгерді? 
1006,1006,19,"Could you tell me more about this withdrawal charge on my account statement, as it's unfamiliar to me?",Бұл туралы маған көбірек айта аласыз ба? Мен үшін беймәлім. 
1007,1007,19,How much does it cost now every time someone withdraws from their bank account using an ATM machine?,Қазір банкоматтан ақшаны алудың әр жолы қанша тұрады? 
1008,1008,19,Can you explain why there is a fee for using the ATM?,Банкоматты пайдалану үшін неге ақы төленеді деп түсіндіре аласыз ба? 
1009,1009,19,Is there any way to avoid the cash withdrawal fee?,Ақшаны алу ақысынан аулақ болудың қандай да бір жолы бар ма? 
1010,1010,19,How often can I withdraw money without incurring a fee?,Ақшаны төлеместен қанша рет аламын? 
1011,1011,19,"I'm confused, do all ATMs charge withdrawal fees or just certain ones?","Мен айран қалдым, банкоматтардың барлығы ақшаны алу үшін алымдар төлейді ме, әлде тек белгілі бірсі ме? "
1012,1012,19,Why is the cash withdrawal fee different at some ATMs than others?,Неліктен кейбір банкоматтарда ақшаны алу ақысы басқалардан өзгеше? 
1013,1013,19,What's the maximum amount of money I can withdraw before a fee applies?,Төлемге дейін қанша ақша аламын? 
1014,1014,19,Is there anything I need to do to ensure that no fees are charged when making an ATM withdrawal?,Банкоматтан ақша алу кезінде ешқандай алым алынбауын қамтамасыз ету үшін маған ештеңе істеу керек пе? 
1015,1015,19,It's frustrating to see a cash withdrawal fee that was not previously disclosed or mentioned anywhere. Why is this happening now?,Бұрын еш жерде жарияланбаған немесе айтылмаған ақшаны алу ақысын көру ызаландырады. Неге қазір осылай болып жатыр? 
1016,1016,19,I cannot comprehend why there are fees linked with using my card at ATMs - please clarify this matter.,Мен банкоматтарда картамды пайдалану үшін неліктен алымдар бар екенін түсінбеймін - бұл мәселені түсіндіріңіздер. 
1017,1017,19,Can you explain why there was an unexpected charge for my withdrawal?,Менің қайтып кетуім үшін неге күтпеген айыппұл салынғанын түсіндіре аласыз ба? 
1018,1018,19,It's frustrating to be charged every time I want to withdraw some cash. Is there any way to avoid these fees?,Ақша алуды қалайтын сайын айыппұл салу ызаландырады. Бұл алымдарды болдырмаудың қандай да бір жолы бар ма? 
1019,1019,19,"Do all ATMs have additional fees for withdrawals, or is it just this bank's policy?","Банкоматтардың бәрінде ақшаны алу үшін қосымша алымдар бар ма, әлде бұл тек банктің саясаты ма? "
1020,1020,19,I'm confused as to why the bank is charging me more money every time I make a withdrawal. Can you help me understand this policy?,Мен банктен ақшаны қайтарып алған сайын неге көп ақша төлейді деп таңғаламын. Осы саясатты түсінуге көмектесе аласыз ба? 
1021,1021,20,My card was stolen and there are unauthorized transactions on my account. Please help now!,Менің картам ұрланған және менің шотымда рұқсат етілмеген транзакциялар бар. Расында көмектесіңіз! 
1022,1022,20,Someone made a large withdrawal from my account without my permission. Can you assist me with this issue?,Біреу менің рұқсатымсыз менің шотымнан үлкен ақша алып кетті. Бұл мәселеде маған көмектесе аласыз ба? 
1023,1023,20,I need your assistance as someone has gained access to my bank card and withdrew funds without authorization.,"Сіздің көмегіңізге мұқтажмын, өйткені біреу менің банктік картама қол жеткізді және рұқсатсыз ақшаны алып кетті. "
1024,1024,20,The money in my account is less than what it should be according to the records.,"Менің шотымдағы ақшасы, жазбаларға сәйкес, болуы керекінен аз. "
1025,1025,20,I think someone has taken money out of my account without permission. Can you help me?,"Менің ойымша, біреу менің шотымнан рұқсатсыз ақша алып кетті. Маған көмектесе аласыз ба? "
1026,1026,20,My balance is low because of a strange ATM transaction that isn't mine.,"Менің балансым төмен, себебі банкоматтың бір операциясы менің емес. "
1027,1027,20,I have noticed an unauthorised transaction on my account.,Мен өз шотымда рұқсатсыз операция жасағанын байқадым. 
1028,1028,20,There appears to be fraudulent activity on my account.,Менің есептік жазбамда алдамшы іс-әрекеттер бар. 
1029,1029,20,I need to dispute this transaction as I did not make this withdrawal.,"Мен бұл операцияны даулауға тиіспін, өйткені мен бұл ақшаны алып тастаған жоқпын. "
1030,1030,20,What do I need to do if there's a suspicious activity in my account?,Менде есептік жазбада күмәнді іс-әрекет бар болса не істеуім керек? 
1031,1031,20,"This transaction is not mine, how can I get it refunded?","Бұл операция менің емес, оны қалай қайтарып аламын? "
1032,1032,20,I am worried that someone has accessed my bank details and made fraudulent withdrawals.,"Біреу менің банктік деректеріме кіріп, алдамшы ақша алып кеткені үшін уайымдаймын. "
1033,1033,20,"There are several withdrawals in the past few days that I didn't make, what should I do?","Соңғы бірнеше күн ішінде мен жасамаған бірнеше ақшаны алып тастадым, не істеу керек? "
1034,1034,20,Please freeze my card as there seems to be a suspicious withdrawal made without my knowledge.,Менің білмейтін күмәнді ақшаны алып тастаған сияқты. 
1035,1035,20,The ATM didn't dispense the correct amount of money and showed more was withdrawn than what I received.,Банкомат ақшаны дұрыс бөлмеді және мен алғаннан көп ақша алынған. 
1036,1036,20,How do I dispute this unauthorized withdraw?,Мен бұл рұқсатсыз шығуды қалай даулаймын? 
1037,1037,20,"Someone has taken money from my account without permission, please advise what to do next?","Біреу менің шотымнан рұқсатсыз ақша алып кетті, не істеу керектігін кеңес берерсіз бе? "
1038,1038,20,What can be done about an unfamiliar transaction like this one?,Мұндай беймәлім операцияға қатысты не істеу керек? 
1039,1039,20,What can I do about a suspicious withdrawal from my account?,Мен менің шотымнан күмәнді ақша алу туралы не істей аламын? 
1040,1040,20,Someone has taken money out of my account without permission - what should I do?,Біреу менің шотымнан рұқсатсыз ақша алып кетті - не істеуім керек? 
1041,1041,20,I have reason to believe that someone has fraudulently accessed my bank account and made a withdrawal.,"Менің банктік шотымнан біреу алдамшы түрде кіріп, ақша алып кеткеніне сенімдімін. "
1042,1042,20,There are unauthorised transactions in my bank account.,Менің банктік шотымда рұқсатсыз транзакциялар бар. 
1043,1043,20,I didn't receive the money but it shows up in my app balance.,"Мен ақшаны алмадым, бірақ ол менің қосымшамның балансында көрсетіледі. "
1044,1044,20,Please help me investigate a suspicious transaction on my account.,Менің шотымнан күмәнді операцияны тексеруге көмектесіңіз. 
1045,1045,20,Someone has hacked into my bank account and is making fraudulent withdrawals!,"Біреу менің банктік шотыма кіріп, алдамшы ақша алып жатыр! "
1046,1046,20,"I don't know where this withdrawal came from, please assist me with this issue immediately.","Мен бұл қайдан шықтым білмеймін, маған бұл мәселеге дереу көмектесіңіз. "
1047,1047,20,I'm worried that there might be more unauthorised withdrawals coming out of my card without me knowing.,Мен картадан менің білмейтіндігімнен басқа да рұқсатсыз ақша алулар болуы мүмкін деп уайымдадым. 
1048,1048,20,Can you please block or cancel any irregular transactions made under suspicious circumstances?,Сіз күмәнді жағдайларда жасалған кез келген заңсыз операцияларды тоқтата аласыз ба? 
1049,1049,20,"Somebody has played foul with my bank balance, can you freeze all activity until further notice?","Біреу менің банктік балансымды бұзған, сіз басқа хабарламаға дейін барлық іс-әрекеттерді тоқтата аласыз ба? "
1050,1050,21,How long will it take to update my PIN?,ПИН-ді жаңартуға қанша уақыт кетеді? 
1051,1051,21,What are the requirements for updating a credit card's PIN code?,Кредиттік картаның ПИН-кодын жаңарту үшін қандай талаптар бар? 
1052,1052,21,Is there a limit on how many times you can change your debit or credit card pin?,Дебет немесе кредиттік картаның шертісін қанша рет өзгерте алатыныңызға шектеу қойылғаны бар ма? 
1053,1053,21,Are there any fees associated with updating your card's security code?,Картаңыздың қауіпсіздік кодын жаңарту үшін қандай да бір алымдар бар ма? 
1054,1054,21,Is there a limit on how many times I can change my PIN?,ПИН-рогымды қанша рет өзгерте алатынымның шегі бар ма? 
1055,1055,21,How long does the process usually take when changing a card's password or code?,Картаның паролін немесе кодын өзгерту үшін қанша уақыт қажет? 
1056,1056,21,"Is it possible that someone else changes a code instead of me, without them having access to either the card or account information?","Менің орнымда басқа біреу кодты өзгерте ала ма, оның картасына немесе шоттың ақпаратына қол жеткізе алмай ма? "
1057,1057,21,How do I reset my debit card's PIN code?,Дебет картасының PIN кодын қалай қалпына келтіремін? 
1058,1058,21,Is there a 24-hour hotline for changing your debit card's security code?,Дебет картасының қауіпсіздік кодын өзгерту үшін 24 сағат бойы телефон бар ма? 
1059,1059,21,What is the process for updating a lost or stolen debit card with a new PIN ?,Жоғалған немесе ұрланған дебеттік картаны жаңа PIN-кодпен жаңарту процесі қандай? 
1060,1060,21,"May you explain how to adjust the personal identification number on my credit card while abroad, please?",Шетелде жүргенде кредиттік картадағы жеке сәйкестендіру нөмірін қалай түзетуді түсіндіре аласыз ба? 
1061,1061,21,Could you guide me through changing my banking password step by step?,Банктік пароліме қадам басу арқылы басшылық бере аласыз ба? 
1062,1062,21,Can anyone reconfigure their debit/credit card's password themselves via phone banking or net banking services?,Дебет/кредит картасының паролін телефондық немесе интернет-банкингтік қызметтер арқылы қайта баптай ала ма? 
1063,1063,21,Can I modify my card's security code from another country?,Мен картаның басқа елден келген қауіпсіздік кодын өзгерте аламын ба? 
1064,1064,21,What do I need to bring with me in order to change my card's password at an ATM?,Банкоматтан картаның паролін өзгерту үшін не алып келуге болады? 
1065,1065,21,Are there any fees associated with modifying your card's secret code at an ATM?,Банкоматтан картаның құпия кодын өзгерту үшін қандай да бір алымдар бар ма? 
1066,1066,21,Can someone else help me change my credit or debit cards' passwords?,Кредиттік немесе дебет карталарындағы парольді өзгертуге басқа біреу көмектесе ала ма? 
1067,1067,21,Is there a limit on how often or how many times one can modify their ATM secret code per day/month/year?,Банкоматтың құпия кодын күніне / айына / жылына қанша рет өзгертуге болатындығы туралы шектеу бар ма? 
1068,1068,21,Can I set up a new and different card/PIN combination in case of fraud attempts?,Алдамшылық әрекеті кезінде карта мен PIN-нің жаңа және басқа комбинациясын орнатуға бола ма? 
1069,1069,21,Is there a limit to how often or how many times per day/week/month/year that I can change my PIN?,ПИН-рометрімді күніне / аптасына / айға / жылына қанша рет өзгерте алатыныма шектеу бар ма? 
1070,1070,21,"Am I able to select any combination of numbers for my new PIN, or are there certain restrictions on what can be used?","Жаңа ПИН-амалым үшін сандардың кез келген комбинациясын таңдап аламын ба, немесе қандай да бір шектеулер бар ма? "
1071,1071,21,What documents do I need to carry along for changing a PIN at a bank?,Банкте PIN-ін өзгерту үшін қандай құжаттармен бірге жүруім керек? 
1072,1072,21,How do I change my password for online banking?,Онлайн банкингке арналған пароліме қалай өзгеріс енгізу керек? 
1073,1073,21,"I forgot my password, how can I reset it?","Парольді ұмыттым, оны қалай қалпына келтіре аламын? "
1074,1074,21,How often should I change my PIN for security reasons?,Қауіпсіздік себептері бойынша мен нөмiрлiгiмiн қанша рет өзгертемін? 
1075,1075,21,What happens if I enter the wrong PIN three times in a row?,Егер дұрыс емес PIN-кодты үш рет сапта келтірсем не болады? 
1076,1076,21,Will changing the PIN affect any of my recurring payments?,ПИН-рогымды өзгерту менің қайтадан төлейтін төлемдеріме әсер ете ме? 
1077,1077,21,Do all banks have the same process to update a card's PIN?,Барлық банктер картаның ПИН-ін жаңарту үшін бірдей процедураны қолдана ма? 
1078,1078,21,Where can I change my card's security code?,Картамның қауіпсіздік кодын қайдан өзгерте аламын? 
1079,1079,21,May I select a custom combination for my debit card's security code?,Дебет картасының қауіпсіздік коды үшін жеке комбинацияны таңдап алсам ба? 
1080,1080,21,How frequently should you change your debit or credit card pin code for safety purposes ?,Қауіпсіздік мақсатында дебет немесе несие картасының PIN кодын қанша рет өзгертесіз? 
1081,1081,21,Is it possible to reset an ATM PIN while travelling?,Саяхат кезінде банкоматтық PIN-ін қайта орнату мүмкін бе? 
1082,1082,21,How frequently should one change their ATM card's password/PIN?,Банкомат картасының паролін / PIN-ін қанша рет өзгертуге болады? 
1083,1083,21,Where can I find an international bank that will help me reset my card's password?,Картамның паролін қалпына келтіруге көмектесетін халықаралық банкті қайдан таба аламын? 
1084,1084,21,How do I know if a foreign country supports changing the card's password at ATMs?,"Шетелдік ел банкоматтарда картаның паролін өзгертуге қолдау білдіре ме, жоқ па, мен оны қалай білемін? "
1085,1085,21,"Can someone else change your debit/credit card's password without your knowledge, and is there anything you can do to prevent it from happening?",Сіздің білмейтін дебет/кредит картаңыздың паролін басқа біреу өзгерте ала ма? 
1086,1086,21,Does changing one’s credit/debit card’s pin number affect its validity?,Кредиттік/дебет картасының PIN нөмірін өзгерту оның жарамдылығына әсер етеді бе? 
1087,1087,21,Is there a limit to how many times I can change my PIN?,ПИН-рогымды қанша рет өзгерте алатыныма шектеу бар ма? 
1088,1088,21,Can fraudulent activities related to transactions on an account be prevented by changing one's PIN periodically?,Тіркелгідегі транзакцияларға қатысты адалдық әрекеттерін жүйелі түрде ПИН-роликті өзгерту арқылы болдырмауға бола ма? 
1089,1089,21,Is there a limit to how many times I can change my card PIN?,Картаның ПИН-номерін қанша рет өзгерте алатыныма шектеу бар ма? 
1090,1090,21,What is the fastest way to alter my ATM password?,Банкомат паролін өзгертудің ең жылдам жолы қандай? 
1091,1091,21,How long does it take for a new pin number to activate after being selected through an ATM?,Банкомат арқылы таңдалғаннан кейін жаңа PIN нөмірі белсенді болу үшін қанша уақыт қажет? 
1092,1092,21,Are there any fees associated with changing your credit/debit card's four-digit code?,Кредит/дебет картасының төрт цифрлы кодын өзгерту үшін қандай да бір алымдар бар ма? 
1093,1093,21,What should I do if the ATM doesn't let me change my password even though it states otherwise on its screen?,"Егер банкоматтың экранында өзгеше айтылса да, пароліме өзгеріс енгізуге рұқсат бермесем не істеуім керек? "
1094,1094,21,Can changing your debit/credit card's password affect its functionality in any way?,Дебет/кредит картасының паролін өзгерту оның функционалдықты қандай да бір жолмен әсер ете ала ма? 
1095,1095,21,Is there a limit on how many times I can change my PIN in a given period of time?,Белгілі бір мерзімде ПИН-рогымды қанша рет өзгерте алатыныма шектеу бар ма? 
1096,1096,21,Can I receive an email confirmation once I have changed my card's PIN?,Картамның ПИН-номерін өзгерткеннен кейін электрондық пошта арқылы растау аламын ба? 
1097,1097,21,Can someone assist me in changing my password at an ATM machine?,Банкоматтан парольді өзгертуге көмектесе ала ма? 
1098,1098,21,Do I need any special requirements to change my code at a cash machine overseas?,Шетелде ақшалай автоматтан кодты өзгерту үшін қандай да бір ерекше талаптарға мұқтажмын ба? 
1099,1099,21,How long does it take for me to set up a new PIN on your card?,Картаңыздың жаңа PIN-ін орнатуға қанша уақыт кетеді? 
1100,1100,21,Is there any way to update a personal identification number without going to a branch?,Вефильге бармай-ақ жеке идентификациялық нөмірді жаңартудың жолы бар ма? 
1101,1101,21,What are the procedures for changing an ATM password on holiday abroad?,Шетелде демалыс кезінде банкомат паролін өзгертудің тәртібі қандай? 
1102,1102,21,Tell me where and how can change your ATM passcode.,АТМ паролін қайдан және қалай өзгерте аламын? 
1103,1103,21,What do you have required in order to alter your current ATM code?,Қазіргі банкомат кодын өзгерту үшін не қажет? 
1104,1104,21,What are the steps i need to follow when updating or resetting your debit card’s four-digit code?,Дебет картасының 4 цифрлы кодын жаңарту немесе қайта орнату кезінде қандай қадамдарды орындау керек? 
1105,1105,21,What is the process for changing my card's password?,Картамның паролін өзгерту процесі қандай? 
1106,1106,21,"I want to change the security code of my credit card, where and how can I do this?","Мен кредиттік картаның қауіпсіздік кодын өзгертемін, оны қай жерде және қалай жасаймын? "
1107,1107,21,Is it necessary to visit a branch in order to modify your account's password or can it be done online too?,"Тіркелгіңіздің паролін өзгерту үшін филиалға бару қажет пе, әлде оны онлайн арқылы да жасауға бола ма? "
1108,1108,21,What are some steps that one needs take in order successfully reset their banking password?,Банктік паролін сәтті қалпына келтіру үшін қандай қадамдар жасалуы керек? 
1109,1109,22,"Unknown charges have appeared on my account, and I suspect foul play.","Менің атыма белгісіз айыптар қойылды, мен қылмыс жасады деп күмән келтіремін. "
1110,1110,22,There are purchases showing up on my statement that I did not make. What do I do?,Менің жасаған емес сатып алуларым бар. Не істеу керек? 
1111,1111,22,I need to report fraudulent activity on my card as soon as possible.,Мен картама жасаған жалған іс-әрекеттерді мүмкіндігінше тез арада хабарлағым келеді. 
1112,1112,22,It seems like someone else has been using credit for fraudulent purchases. What steps should I take?,Басқа біреу адал сатып алу үшін несие пайдаланып жүрген сияқты. Қандай қадамдар жасауым керек? 
1113,1113,22,My gut tells me that something is wrong with the recent activity on my credit card account.,Менің бойымнан бір нәрсе байқалып тұр: кредиттік картадағы оқиғалар. 
1114,1114,22,How can I protect myself from further unauthorized use of my credit card?,Мен өз кредиттік картамды тағы да рұқсатсыз пайдаланудан қалай қорғаламын? 
1115,1115,22,I would like to dispute some charges on account because they appear suspicious.,"Мен кейбір айыптарды дәлелденіп, дәлелденіп, дәлелденуге тырысамын. "
1116,1116,22,How can I prevent fraud from occurring on my credit card?,Мен кредиттік картамда алдамшылықтың алдын алу үшін не істей аламын? 
1117,1117,22,"If there are suspicious charges on my statement, how do I know if someone has stolen my account information?","Егер менің мәлімдемесінде күмәнді айыптар болса, онда менің есептік жазбамды біреу ұрлап алғандығын қалай білемін? "
1118,1118,22,What safeguards should I put in place to protect myself against unauthorized use of my credit card?,Кредиттік картамды рұқсатсыз пайдаланудан қорғау үшін қандай шаралар қабылдауым керек? 
1119,1119,22,Is it possible to tell whether or not someone else is using your credit card from overseas?,"Сіздің кредиттік картаңызды шетелден келген басқа біреу пайдалана ма, жоқ па, білу мүмкін бе? "
1120,1120,22,Can a compromised merchant be held liable for unapproved purchases made with your credit cards?,Кредиттік картаңызбен жасалған рұқсатсыз сатып алу үшін кінәлі саудагерді жауаптылықта ұстауға бола ма? 
1121,1121,22,What can you do after you've been notified that your personal data has been breached and you have concerns about what this means in terms of identity theft or other potential problems down the road?,Жеке деректеріңіздің бұзылғаны туралы хабар алғаннан кейін не істей аласыз және бұл жеке басын ұрлау немесе басқа да проблемалар туралы не білдіретінін білуге болады? 
1122,1122,22,"There are charges on my account that I did not authorize, what steps can I take to resolve this issue?","Мен өз алдымнан қол жеткізбеген айыппұлдар бар, бұл мәселені шешу үшін қандай қадамдар жасасам болады? "
1123,1123,22,How can I protect my account from fraudulent activity in the future?,Келечектегі қалпыш іс-әрекеттерден қалай қорғаймын? 
1124,1124,22,What should I do if there are suspicious transactions on my account statement?,"Егер менің есепшотта күмәнді транзакциялар болса, не істеуім керек? "
1125,1125,22,Can you assist me in disputing fraudulent charges on my credit card statement?,Кредиттік картадағы айыппұлдарды дәлелдеуге көмектесе аласыз ба? 
1126,1126,22,There are purchases on my account that I don't remember making. Should I be concerned?,"Менде өздерімнің сатып алғандарым бар, бірақ оны жасағандарым есімде жоқ. Мен уайымдауым керек пе? "
1127,1127,22,"I have noticed some strange activity on my account, could it be fraud?",Мен өз шотымда қандай да бір сәл әрекет байқадым. Бұл алдамшылық болуы мүмкін бе? 
1128,1128,22,How can I protect myself from credit card theft and fraud?,Мен қалайша кредиттік карта ұрлық пен алдамшылықтан қорғаймын? 
1129,1129,22,"There have been suspicious charges on my account, what should I do next?","Менің атыма күмәнді айыптар қойылды, енді не істеу керек? "
1130,1130,22,I'm worried that someone may have stolen my identity and used it for financial gain.,"Біреу менің жеке басын ұрлап, қаржылай пайдаланғаны үшін қорқамын. "
1131,1131,22,My gut feeling tells me that there is fraudulent activity happening with my account.,Менің инстинкттерім менің тіркелгіммен алдақтық болып жатқанын айтады. 
1132,1132,22,I need help reporting a stolen card and cancelling all unauthorized transactions.,Ұратылған картаны хабарлауға және барлық рұқсатсыз транзакцияларды жоюға көмек қажет. 
1133,1133,22,Can you please investigate fraudulent activity on my account and take necessary steps to prevent further use of the compromised information?,"Сіз менің есептегі адалдық іс-әрекетімді тергеп, бұдан әрі қауіп төнген ақпаратты пайдалануды болдырмау үшін қажетті шараларды қабылдай аласыз ба? "
1134,1134,22,I think there has been fraudulent use of funds from one of my accounts.,"Меніңше, менің бір шотымнан ақшаны алдап пайдаланған. "
1135,1135,22,I need to report suspicious activity on my credit card.,Мен кредиттік картамда күмәнді іс-әрекеттер туралы хабарлағым келеді. 
1136,1136,22,Please help me freeze or cancel my card as soon as possible due to possible fraudulent activity.,Мүмкіндігінше алданушылық әрекеттерге байланысты картамды тез арада тоқтатуға немесе жоюға көмектесіңіз. 
1137,1137,22,There are charges appearing on my statement that I did not authorize or make myself. What can I do about this?,Менің өз еркіммен не өз еркіммен жасаған жоқпын деген айыппұлдар бар. Мен бұл туралы не істей аламын? 
1138,1138,22,It appears that another individual was able to get access to and use the details of the credit with which I have an account.,Менің банктік тіркелгім бар кредиттің деректерін басқа бір адам пайдалана алды. 
1139,1139,22,Unauthorized transactions are showing up on my account statement. What should I do?,Менің есеп айырысуымда рұқсат етілмеген транзакциялар көрсетіледі. Мен не істесем екен? 
1140,1140,22,What steps can I take to protect myself from credit card fraud?,Мен өз-өзіме несиелік картаны алдап кетуден қорғау үшін қандай қадамдар жасасам болады? 
1141,1141,22,Is it possible to track down who stole my credit card information and made these purchases?,"Кредиттік картамды кім ұрлап, сатып алғандығын анықтауға бола ма? "
1142,1142,22,How long will it take for me to be reimbursed for the fraudulent charges on my account?,Менің есеп айырысуым бойынша алдамшы айыппұлдар қанша уақытқа дейін өтеледі? 
1143,1143,22,I'm worried about the possibility of identity theft in addition to credit card fraud. What should I do next?,"Мен жеке басын ұрлаудың мүмкіндігінен, сонымен қатар кредиттік картаны мойындаудан да қорқамын. Енді не істеуім керек? "
1144,1144,22,"How frequently does this type of situation happen, and what are some common issues with fraudulent charges?",Мұндай жағдай қанша рет орын алады және қандай жалған айыппұлдар көп кездеседі? 
1145,1145,22,Can you provide me with more information about commonly reported scams or tricks used by criminals attempting to steal financial information like mine?,Сіз маған менің сияқты қаржылай ақпаратты ұрлап алуға тырысатын қылмыскерлердің жиі хабарланған алаяқтық немесе қалталары туралы қосымша ақпарат бере аласыз ба? 
1146,1146,22,How can I prevent unauthorized charges from happening again?,Қалай рұқсатсыз айыппұлдар қайтадан басталмайтынын болдырмасам болады? 
